ranking,name,highSchool,position,height,weight,stars,rating,college
NA,Kade Hustler,Southridge (Beaverton	 OR),SDE,6-3, 245 ,2,0.7597,uncommitted
NA,Alejandro Castrochase,Sandy (Sandy	 OR),OT,6-6, 285 ,2,0.7597,uncommitted
NA,Liam Mahoney,Shoreham-Wading River (Shoreham	 NY),OG,6-3, 265 ,2,0.7597,uncommitted
NA,A.J. Gates,Mountain Brook (Birmingham	 AL),RB,5-7, 180 ,2,0.7597,uncommitted
NA,Jevan Swanigan,Cass Technical (Detroit	 MI),RB,5-10, 165 ,2,0.7597,uncommitted
NA,Evan Greve,Eastside Catholic (Sammamish	 WA),OLB,6-4, 220 ,2,0.7597,uncommitted
NA,Richard Krebs,Servite (Anaheim	 CA),OG,6-3, 270 ,2,0.7597,Princeton
NA,Andrew Blitzke,Cesar Chavez (Laveen	 AZ),OLB,6-0, 194 ,2,0.7597,uncommitted
NA,Melique Straker,St. Francis (Attica	 NY),CB,5-10, 180 ,2,0.7597,uncommitted
NA,Amir Wallace,De La Salle (Concord	 CA),CB,6-0, 155 ,2,0.7597,San Diego
NA,Devvin Gitchuway,Rancho Cucamonga (Rancho Cucamonga	 CA),WR,5-10, 160 ,2,0.7597,uncommitted
NA,Mason Ahlemeyer,Skyline (Sammamish	 WA),WDE,6-3, 250 ,2,0.7597,uncommitted
NA,Dylan Sigman,Temecula Valley (Temecula	 CA),WR,6-3, 195 ,2,0.7597,uncommitted
NA,Zayne Nofal,Chaparral (Temecula	 CA),CB,5-9, 178 ,2,0.7597,uncommitted
NA,Logan Kallesen,Shiloh Christian  (Springdale	 AR),OG,6-4, 296 ,2,0.7597,uncommitted
NA,Garrett Wallace,Eastside Catholic (Sammamish	 WA),OT,6-8, 305 ,2,0.7597,uncommitted
NA,Sam Weaver,West Clermont (Cincinnati	 OH),OT,6-5, 275 ,2,0.7597,uncommitted
NA,Edmond Lahlouh,Junipero Serra (San Mateo	 CA),ILB,6-0, 200 ,2,0.7597,Rice
NA,Ben Skinner,Riverbend (Fredericksburg	 VA),OLB,6-2, 220 ,2,0.7597,uncommitted
NA,Evan Mannes,Glacier Peak (Snohomish	 WA),ATH,6-4, 200 ,2,0.7597,uncommitted
NA,Jermaine Baker,Nazareth Academy (La Grange Park	 IL),S,6-2, 200 ,2,0.7597,Yale
NA,Nathan Lugo,Nazareth Academy (La Grange Park	 IL),WDE,6-3, 250 ,2,0.7597,uncommitted
NA,Alex Parades,Bolingbrook (Bolingbrook	 IL),OG,6-4, 290 ,2,0.7597,uncommitted
NA,Noah Anderson,Bishop Sullivan Catholic (Virginia Beach	 VA),ATH,6-0, 161 ,2,0.7597,uncommitted
NA,Jason Chilcoate,Adna (Adna	 WA),DT,6-2, 285 ,2,0.7597,uncommitted
NA,Peyton Reed,Inglemoor (Kenmore	 WA),CB,6-2, 195 ,2,0.7597,uncommitted
NA,Glynne McGaughey,Sandy (Sandy	 OR),ATH,6-4, 195 ,2,0.7597,Air Force
NA,Adam Newman,California (San Ramon	 CA),OG,6-3.5, 256 ,2,0.7597,uncommitted
NA,Calvin Mouisset,Junipero Serra (Gardena	 CA),OLB,6-1.5, 195 ,2,0.7597,uncommitted
NA,Xavier Ugorji,Redlands East Valley (Redlands	 CA),RB,5-9, 180 ,2,0.7597,uncommitted
NA,Chaz Davis,Bear Creek (Stockton	 CA),WR,6-3, 185 ,2,0.7597,uncommitted
NA,Cayden Loveland,Gooding (Gooding	 ID),WR,6-3, 185 ,2,0.7597,uncommitted
NA,Caleb Snowden,John Muir (Pasadena	 CA),WR,6-0, 172 ,2,0.7597,uncommitted
NA,Gage King,Oak Ridge (El Dorado Hills	 CA),TE,6-4, 240 ,2,0.7597,uncommitted
NA,Addison Batton,Avon (Avon	 IN),OG,6-3, 280 ,2,0.7597,Air Force
NA,Akili Bonner,Jesuit (Carmichael	 CA),WDE,6-4, 220 ,2,0.7597,uncommitted
NA,Harold Blood,Destrehan (Destrehan	 LA),PRO,6-0.5, 157 ,2,0.7597,Stephen F. Austin
NA,David Park,Snow Canyon (Saint George	 UT),OT,6-4, 320 ,2,0.7597,uncommitted
NA,Luke Ellenberger,Brevard (Brevard	 NC),WR,6-1, 185 ,2,0.7597,Coastal Carolina
NA,Hunter Dubroc,Buckeye (Deville	 LA),OG,6-1, 275 ,2,0.7597,uncommitted
NA,Grant Stevenson,Lincoln (Stockton	 CA),PRO,6-5, 217 ,2,0.7597,uncommitted
NA,Roman Casey,Bonney Lake (Suquamish	 WA),S,6-2, 195 ,2,0.7597,uncommitted
NA,Rickie Johnson,Heritage (Menifee	 CA),WR,6-1, 160 ,2,0.7597,uncommitted
NA,Diego Preciado,The Classical Academy (Escondido	 CA),CB,5-11, 167 ,2,0.7597,Stanford
NA,Micah Glaize,Brookville (Lynchburg	 VA),S,6-2.5, 188 ,2,0.7597,Liberty
NA,Ja'Mezz Johnson,Rainier Beach (Seattle	 WA),CB,5-9, 175 ,2,0.7597,uncommitted
NA,Drew Carter,Camarillo (Adolfo) HS (Camarillo	 CA),S,6-0, 185 ,2,0.7597,uncommitted
,,,,,,0,,uncommitted
NA,Jaivion Garrett,Rainier Beach (Seattle	 WA),ATH,6-6, 195 ,2,0.7597,uncommitted
NA,Chaun Hollins,Rainier Beach (Seattle	 WA),RB,5-10, 165 ,2,0.7597,uncommitted
NA,Will Buck,Capital Christian (Sacramento	 CA),OLB,6-0, 240 ,2,0.7597,San Diego
NA,Kobe Ellerby,Cleveland (Seattle	 WA),WR,6-4, 170 ,2,0.7597,uncommitted
NA,Connor Holmes,Sayreville War Memorial (Parlin	 NJ),WR,5-9, 173 ,2,0.7597,Bucknell
NA,David Wilson,Tri-cities Prep (Pasco	 WA),OG,6-6, 287 ,2,0.7597,uncommitted
NA,Jack Landherr,Chino Hills (Chino	 CA),LS,6-2, 228 ,2,0.7597,UCLA
NA,Joey Felton,Linganore (Frederick	 MD),WR,5-9, 165 ,2,0.7597,Yale
NA,Dylan Smith,Bentonville (Bentonville	 AR),WR,6-1, 170 ,2,0.7597,uncommitted
NA,Hunter Williams,Whitewater (Fayetteville	 GA),WR,5-11, 141 ,2,0.7597,Air Force
NA,Marlon Wiley,Jordan Secondary (Jordan	 MN),ATH,5-11, 180 ,2,0.7597,uncommitted
NA,Justin DeWitt,Valley Christian (San Jose	 CA),OLB,6-1, 215 ,2,0.7597,uncommitted
NA,Brett Hiatt,Timberland (Wentzville	 MO),CB,6-2, 180 ,2,0.7597,Indiana State
NA,Thomas Tolonen,Clackamas (Clackamas	 OR),WR,5-11, 175 ,2,0.7597,uncommitted
NA,Jaden Mabin,Mattawan (Mattawan	 MI),SDE,6-5, 250 ,2,0.7597,Grand Valley State
NA,Zachary Martin,Millikan Senior (Long Beach	 CA),WR,5-9, 164 ,2,0.7597,uncommitted
NA,Brent Grantham,Abraham Lincoln (San Jose	 CA),OLB,6-2, 228 ,2,0.7597,uncommitted
NA,Darius Carlson,Wenatchee (Wenatchee	 WA),WR,6-2, 200 ,2,0.7597,uncommitted
NA,Silas Perreiah,Northwest Christian School (nwcs) (Colbert	 WA),ATH,5-11, 210 ,2,0.7597,Eastern Washington
NA,Nehemiah Shird,Steilacoom (Steilacoom	 WA),CB,5-11, 175 ,2,0.7597,Utah State
NA,Shan Sachdeva,Stockdale (Bakersfield	 CA),WDE,6-4, 240 ,2,0.7597,uncommitted
NA,Nick Straw,Lebanon (Lebanon	 OH),WDE,6-3, 215 ,2,0.7597,Navy
NA,Cameron Lynch,Eastlake (Sammamish	 WA),SDE,6-3, 255 ,2,0.7597,Eastern Washington
NA,Isaiah Eubanks,Juanita (Kirkland	 WA),ATH,5-10, 180 ,2,0.7597,uncommitted
NA,Charles Brown Jr.,Edgewood (Edgewood	 MD),ILB,6-1, 215 ,2,0.7597,Eastern Michigan
NA,Daniel Meunier,Salesian (Los Angeles	 CA),ILB,6-0, 215 ,2,0.7597,uncommitted
NA,Nyron Barr-Thomas,Evans (Orlando	 FL),OLB,6-3, 210 ,2,0.7597,Coastal Carolina
NA,Isaac Owusu-Appiah,Osbourn Park (Manassas	 VA),OT,6-4, 255 ,2,0.7597,Coastal Carolina
NA,Riley Noah,Kelso (Kelso	 WA),ILB,6-1, 205 ,2,0.7597,uncommitted
NA,Tyler Durbin,Prosser (Prosser	 WA),ILB,6-1, 235 ,2,0.7597,uncommitted
NA,Tanner Nelson,Eastmont Senior (East Wenatchee	 WA),TE,6-5, 200 ,2,0.7597,uncommitted
NA,Luke van Buuren,Livermore (Livermore	 CA),OLB,6-0, 215 ,2,0.7597,uncommitted
NA,Tyler Flanagan,Woodland (Woodland	 WA),ATH,6-0, 190 ,2,0.7597,uncommitted
NA,Jaelon Taylor,Millennium (Goodyear	 AZ),WR,6-1, 190 ,2,0.7597,uncommitted
NA,Kylen Ross,Calabasas (Calabasas	 CA),CB,6-0, 175 ,2,0.7597,uncommitted
NA,Jared Anderson,The Harker School (San Jose	 CA),WR,6-0, 180 ,2,0.7597,uncommitted
NA,Gannon Winker,Bainbridge (Bainbridge Island	 WA),PRO,6-5, 200 ,2,0.7597,uncommitted
NA,Daryon Triche,Cedar Hill (Cedar Hill	 TX),RB,5-9, 190 ,2,0.7597,Navy
NA,Cole Parrott,Columbine (Littleton	 CO),DT,6-3, 255 ,2,0.7597,Northern Colorado
NA,Cole Young,Bellevue (Bellevue	 WA),OT,6-6, 305 ,2,0.7597,uncommitted
NA,Nic Cheeley,Eastern Guilford (Gibsonville	 NC),CB,6-1, 175 ,2,0.7597,Eastern Kentucky
NA,Patrick McGhee,Escambia Academy (Atmore	 AL),RB,6-0, 210 ,2,0.7597,uncommitted
NA,Demontre Thomas,Churchill (Eugene	 OR),DUAL,6-1, 205 ,2,0.7597,Portland State
NA,Connor Hughes,Cinco Ranch (Katy	 TX),OG,6-3, 285 ,2,0.7597,uncommitted
NA,Aidan Higgins,Mountain View (Lawrenceville	 GA),OG,6-1, 275 ,2,0.7597,Mercer
NA,Earnest Files,Pinson Valley (Pinson	 AL),OT,6-3, 315 ,2,0.7597,Eastern Kentucky
NA,Pedro Rodriguez,Lake Mary (Lake Mary	 FL),TE,6-1.5, 224 ,2,0.7597,Mercer
NA,Payton Bunch,Pendleton (Pendleton	 SC),TE,6-3, 195 ,2,0.7597,Coastal Carolina
NA,Garrett Dzuro,St. Edward (Lakewood	 OH),PRO,6-0, 200 ,2,0.7597,Massachusetts
NA,Diamond Evans,Nazareth Academy (La Grange Park	 IL),CB,5-10, 180 ,2,0.7597,South Dakota State
,,,,,,0,,uncommitted
NA,Garrett Dennis,Louisville Male (Louisville	 KY),ATH,5-11, 185 ,2,0.7597,Eastern Kentucky
NA,Jarred Uran,La Salle (Cincinnati	 OH),OLB,6-2, 195 ,2,0.7591,Akron
NA,Luke Vannest,Hoover (Canton	 OH),OT,6-5, 295 ,2,0.7591,Ohio
NA,Rusty Feth,Colerain (Cincinnati	 OH),OG,6-5, 305 ,2,0.7591,Miami (OH)
NA,Jacob Dean,Walled Lake Western (Walled Lake	 MI),OG,6-8, 315 ,2,0.7591,uncommitted
NA,Jack Green,Brandon (Brandon	 MS),OC,6-2, 275 ,2,0.7591,South Alabama
NA,Nylan Alexander,Station Camp (Gallatin	 TN),ATH,5-11, 170 ,2,0.7580,uncommitted
NA,Raynoch Thompson,Knoxville Catholic (Knoxville	 TN),ATH,6-0, 180 ,2,0.7580,uncommitted
NA,Jaevon Gillespie,Greeneville (Greeneville	 TN),RB,5-11, 200 ,2,0.7580,uncommitted
NA,Tanner Corum,Farragut (Knoxville	 TN),WR,6-1, 185 ,2,0.7580,Southern Illinois
NA,Cashton Haffery,Northeast (Clarksville	 TN),CB,5-10, 175 ,2,0.7580,uncommitted
NA,Grayson Vaughn,Hardin Valley Academy (Knoxville	 TN),PRO,6-1, 195 ,2,0.7580,uncommitted
NA,Mason Williams,Middle Tennessee Christian School (Murfreesboro	 TN),OG,6-2.5, 254 ,2,0.7580,uncommitted
NA,Robquan Thomas,Fulton (Knoxville	 TN),ILB,6-0, 205 ,2,0.7580,uncommitted
NA,Vincent Guy,Whitehaven (Memphis	 TN),CB,5-10, 166 ,2,0.7580,Tennessee-Martin
NA,Julian Bass,Springfield Central (Springfield	 MA),ATH,6-2, 195 ,2,0.7580,uncommitted
NA,Joshua Crawford,Montclair (Montclair	 NJ),RB,5-11, 190 ,2,0.7580,Central Michigan
NA,Heath Williams,Northeast (Clarksville	 TN),DUAL,6-1, 195 ,2,0.7580,uncommitted
NA,Garrett Everett,Maryville (Maryville	 TN),WDE,6-4.5, 230 ,2,0.7580,uncommitted
NA,George Becker,Gridley (Gridley	 CA),OT,6-5, 250 ,2,0.7580,Eastern Washington
NA,Davion Daniels,Hubbard (Hubbard	 OH),CB,6-0, 155 ,2,0.7580,Bowling Green
NA,Timon Akins,Marion (Marion	 AR),OLB,6-0, 218 ,2,0.7580,Arkansas-Pine Bluff
NA,Skyler Newsome,Frenship (Wolfforth	 TX),WR,6-4, 205 ,2,0.7580,UTEP
NA,Christian Johnstone,Archer (Lawrenceville	 GA),LS,6-3, 240 ,2,0.7580,Appalachian State
NA,Brad George,Wheaton Warrenville South (Wheaton	 IL),LS,5-9, 205 ,2,0.7580,Kent State
NA,Mark Ramos,Andress (El Paso	 TX),K,5-10, 156 ,2,0.7580,UTEP
NA,Julian Lopez,Chapin (El Paso	 TX),TE,6-1, 230 ,2,0.7580,UTEP
NA,Luke Elzinga,Grand Rapids Christian (Grand Rapids	 MI),P,6-4, 197 ,2,0.7580,Central Michigan
NA,Grant Paulette,Hebron (Carrollton	 TX),K,6-1, 175 ,2,0.7580,Louisiana
NA,Tony Trabold,Joliet Catholic Academy (Joliet	 IL),K,5-8, 155 ,2,0.7580,Eastern Michigan
NA,Caleb Richwine,Carlisle Area (Carlisle	 PA),K,6-2, 175 ,2,0.7580,Eastern Michigan
NA,Noah Karwacki,Vista Peak (Aurora	 CO),K,6-2, 190 ,2,0.7580,South Alabama
NA,Michael Young,Colleyville Heritage (Colleyville	 TX),ILB,5-9, 210 ,2,0.7530,UTEP
NA,John Haggerty,Australia (Australia	 AUST),P,-, - ,2,0.7530,Western Kentucky
NA,Michael Hayes,West Florence (Florence	 SC),K,5-10, 185 ,2,0.7530,Georgia State
NA,Malini Ti'a,Granada (Livermore	 CA),ATH,5-11, 170 ,2,0.7497,uncommitted
NA,Tommy Turner,Lincoln (Lincoln	 CA),PRO,6-5, 190 ,2,0.7497,uncommitted
NA,Tyrus Malietufa,Auburn Riverside (Auburn	 WA),S,6-3, 185 ,2,0.7497,uncommitted
NA,D'Andre Stevens-Suaava,Auburn Riverside (Auburn	 WA),S,6-2, 175 ,2,0.7497,uncommitted
NA,Donaven Lewis,Eastside Catholic (Sammamish	 WA),S,6-1, 195 ,2,0.7497,uncommitted
NA,Sawyer Jenks,Royal (Royal City	 WA),PRO,6-6, 210 ,2,0.7497,uncommitted
NA,Isaiah Kenard,Garfield (Seattle	 WA),CB,5-10, 165 ,2,0.7497,uncommitted
NA,Seif Benjemia,West Lafayette (West Lafayette	 IN),OG,6-3, 300 ,2,0.7497,uncommitted
NA,Bo Sanders,Cathedral (Indianapolis	 IN),CB,6-1, 170 ,2,0.7497,Elon
NA,Jackson Lantz,Hamilton Southeastern  (Fishers	 IN),WR,6-2, 160 ,2,0.7497,uncommitted
NA,Camari Hunt,Carmel (Carmel	 IN),RB,5-11, 195 ,2,0.7497,uncommitted
NA,Taveis Marshall,De La Salle (Concord	 CA),CB,6-2, 170 ,2,0.7497,uncommitted
NA,Tanner Hughes,Pleasant Valley (Chico	 CA),PRO,6-3.5, 184 ,2,0.7497,uncommitted
NA,Dino Kahaulelio,Cardinal Newman (Santa Rosa	 CA),ILB,6-0, 235 ,2,0.7497,uncommitted
NA,Collin Bracken,Lake Oswego Senior (Lake Oswego	 OR),OLB,6-1, 215 ,2,0.7497,uncommitted
,,,,,,0,,uncommitted
NA,Will Karnthong,Antioch (Antioch	 CA),ATH,5-11, 175 ,2,0.7497,uncommitted
NA,Tyrehl Vaivao,Columbia River (Vancouver	 WA),ILB,6-1, 240 ,2,0.7497,uncommitted
NA,Jaden Simon,Lord Tweedsmuir Secondary (Surrey	 BC),WR,5-11, 175 ,2,0.7497,uncommitted
NA,Tyler McNair,Southern University Lab School (Baton Rouge	 LA),WR,5-7, 178 ,2,0.7497,uncommitted
NA,Ryan Capasso,Broomfield (Broomfield	 CO),OLB,6-4, 225 ,2,0.7497,Northern Colorado
NA,Ayden Ziomas,Glacier Peak (Snohomish	 WA),DUAL,5-10, 165 ,2,0.7497,uncommitted
NA,Chase Chaloupek,Las Cruces (Las Cruces	 NM),RB,5-10, 180 ,2,0.7497,uncommitted
NA,Christopher Venegas,Warren (Downey	 CA),DUAL,5-7, 158 ,2,0.7497,uncommitted
NA,Jack Lacy,Pittsburg (Pittsburg	 CA),OLB,5-11, 210 ,2,0.7497,uncommitted
NA,Nathan Cisco,Independence (Thompson's Station	 TN),PRO,6-4, 200 ,2,0.7497,Idaho
NA,Rhasaan Christian,Pinson Valley (Pinson	 AL),CB,5-9, 185 ,2,0.7497,uncommitted
NA,D.J. Dunn,Valley HS (Valley	 AL),ATH,6-2, 175 ,2,0.7497,uncommitted
NA,Michael Bolds,Mountain View (Vancouver	 WA),CB,5-10, 155 ,2,0.7497,uncommitted
NA,Marcus Harris,Grant (Portland	 OR),ATH,5-10, 155 ,2,0.7497,uncommitted
NA,Alex Beringer,Bellevue (Bellevue	 WA),OC,6-3, 295 ,2,0.7497,uncommitted
NA,Braedan King,Gov John Rogers (Puyallup	 WA),WR,5-8, 170 ,2,0.7497,uncommitted
NA,Taylor Goins,Bellevue (Bellevue	 WA),DT,6-1, 289 ,2,0.7497,uncommitted
NA,McKinley Lee,Edison (Clovis	 CA),RB,5-7, 155 ,2,0.7497,uncommitted
NA,Nathan Priestley,Loyola (Los Angeles	 CA),PRO,6-4, 200 ,2,0.7497,uncommitted
NA,Hayden Vandehey,Banks (Banks	 OR),PRO,6-1, 179 ,2,0.7497,uncommitted
NA,Makai Anderson,Mountain View (Vancouver	 WA),S,6-2, 180 ,2,0.7497,uncommitted
NA,Riley Morrison,Bothell (Bothell	 WA),WR,5-9, 170 ,2,0.7497,uncommitted
NA,Brandon Zanders,Sammamish Senior (Bellevue	 WA),CB,6-1, 180 ,2,0.7497,uncommitted
NA,Hamilton Grigsby,Inderkum (SACRAMENTO	 CA),RB,6-1, 195 ,2,0.7497,uncommitted
NA,Tyetus Smith-Lindsey,Oxford (Oxford	 AL),RB,5-8, 170 ,2,0.7497,uncommitted
NA,Parker Colburn,Hewitt-Trussville (Trussville	 AL),K,6-0, 173 ,2,0.7497,uncommitted
NA,Semaj Bolin,Coronado (Henderson	 NV),CB,-, - ,2,0.7497,Portland State
NA,Jake Polson,Damonte Ranch (Reno	 NV),CB,5-10, 162 ,2,0.7497,uncommitted
NA,Jaden Toussaint,A G West Black Hills (Olympia	 WA),RB,5-10, 170 ,2,0.7497,uncommitted
NA,Burke Griffin,Peninsula (Gig Harbor	 WA),DUAL,6-0, 175 ,2,0.7497,New Hampshire
NA,Daniel Tauaese,Stadium (Tacoma	 WA),DT,6-4, 285 ,2,0.7497,uncommitted
NA,Donovan Orellana,Santa Margarita Catholic (Rancho Santa Margarita	 CA),OC,6-3, 285 ,2,0.7497,uncommitted
NA,Sebastian Garcia,Juanita (Kirkland	 WA),OG,6-2, 300 ,2,0.7497,uncommitted
NA,Colin Gale,Seattle Preparatory School (Seattle	 WA),WR,6-4, 200 ,2,0.7497,uncommitted
NA,Nick Lasher,Norco (Norco	 CA),PRO,5-10, 208 ,2,0.7497,uncommitted
NA,Keanu Norman,Los Alamitos (Los Alamitos	 CA),RB,5-11, 185 ,2,0.7497,uncommitted
NA,Deshawn Ingram,Martin Luther King (Detroit	 MI),OG,6-5, 285 ,2,0.7497,Howard
NA,Philip Stewart,Oak Park (Oak Park	 MI),RB,5-7, 160 ,2,0.7497,uncommitted
NA,Anwar Jackson,Southfield (Southfield	 MI),RB,5-10, 210 ,2,0.7497,uncommitted
NA,Tre McDaniel,Clover Park (Lakewood	 WA),ATH,5-9, 190 ,2,0.7497,uncommitted
NA,Korey Russell,Amador Valley (Pleasanton	 CA),WR,5-10, 172 ,2,0.7497,uncommitted
NA,Brandon Clemons,Temescal Canyon (Lake Elsinore	 CA),RB,6-1, 205 ,2,0.7497,uncommitted
NA,Dylan Lewis,Woodinville (Woodinville	 WA),SDE,6-3, 245 ,2,0.7497,Washington State
NA,Angel Farias,Royal (Royal City	 WA),ATH,6-1, 190 ,2,0.7496,uncommitted
NA,Taylor Simmons,A G West Black Hills (Olympia	 WA),CB,5-9, 165 ,2,0.7496,uncommitted
NA,Mitch McKenzie,Archbishop Moeller (Cincinnati	 OH),PRO,6-3, 190 ,2,0.7496,uncommitted
NA,Cole Oster,Castle View (Castle Rock	 CO),OLB,6-1, 208 ,2,0.7496,Montana State
NA,Jack Baltz,Lincoln-Way East (Frankfort	 IL),PRO,6-5, 185 ,2,0.7496,Illinois State
NA,Michael Axelrood,Evanston Township (Evanston	 IL),S,6-2, 185 ,2,0.7496,Princeton
NA,Logan Eiden,Neenah (Neenah	 WI),OLB,6-3, 215 ,2,0.7496,uncommitted
,,,,,,0,,uncommitted
NA,Rashad Shabazz,Rufus King HS (Milwaukee	 WI),OLB,6-4, 195 ,2,0.7496,uncommitted
NA,Juan Lua,Xavier College Prep HS (Palm Desert	 CA),CB,6-0, 175 ,2,0.7496,uncommitted
NA,Kyle Weber,Splendora (Splendora	 TX),FB,6-0, 250 ,2,0.7496,uncommitted
NA,Aidan Mallory,Hockinson (Brush Prairie	 WA),CB,5-11, 175 ,2,0.7496,uncommitted
NA,Anthony Coleman,Johnston Senior (Johnston	 IA),CB,5-10, 170 ,2,0.7496,North Dakota State
NA,Jack Brooks,Australia (Australia	 AUST),P,5-11, 180 ,2,0.7496,South Alabama
NA,Myles Baker,William Amos Hough (Cornelius	 NC),CB,5-10, 165 ,2,0.7496,Coastal Carolina
NA,Dylan Martinez,Mountain View (Meridian	 ID),ILB,6-2, 210 ,2,0.7496,uncommitted
NA,Luke Guggenmos,Palmer (Palmer	 AK),PRO,6-3, 198 ,2,0.7496,uncommitted
NA,Camby Goff,Reynoldsburg (Reynoldsburg	 OH),S,6-1, 185 ,2,0.7496,uncommitted
NA,Abe Schwinn,Cretin Derham Hall (Saint Paul	 MN),ILB,6-2, 225 ,2,0.7496,Arizona State
NA,Eli Mostaert,Lakeville North (Lakeville	 MN),SDE,6-4, 235 ,2,0.7496,uncommitted
NA,Nick Thomas,Lumen Christi (Jackson	 MI),S,6-0, 192 ,2,0.7496,uncommitted
NA,Andrew Boyle,Camas (Camas	 WA),ATH,6-2, 190 ,2,0.7496,uncommitted
NA,Kyle Kamp,Tualatin (Tualatin	 OR),S,5-10, 185 ,2,0.7496,uncommitted
NA,Carrington Mitchell,Hutto (Hutto	 TX),CB,6-0, 160 ,2,0.7496,UTEP
NA,Charlie Mendes,Harvard Westlake (Studio City	 CA),P,6-3, 185 ,2,0.7496,Rice
NA,Cole Collins,Summerville (Summerville	 SC),OG,6-1, 250 ,2,0.7496,Coastal Carolina
NA,Mohab Wahdan,Torrey Pines (Encinitas	 CA),OT,6-4, 305 ,2,0.7496,Cal Poly
NA,Jaden Woods,South Gwinnett (Snellville	 GA),S,6-0, 180 ,2,0.7496,Eastern Kentucky
NA,Kaleb Lundy,East Forsyth (Kernersville	 NC),OLB,6-2, 200 ,2,0.7496,Eastern Kentucky
NA,Malik Clark,Sprayberry (Marietta	 GA),WDE,6-4, 200 ,2,0.7496,Eastern Kentucky
NA,Maxwell Sandhu,El Cerrito (El Cerrito	 CA),OG,6-1, 295 ,2,0.7496,uncommitted
NA,Caden Clark,Centennial (BOISE	 ID),WR,5-11, 175 ,2,0.7496,Idaho State
NA,Jacob Borcila,Westerville Central (Westerville	 OH),K,6-2, 162 ,2,0.7496,Kansas
NA,Bishop Riley,Greenville (Greenville	 AL),S,5-10, 170 ,2,0.7496,uncommitted
NA,Luke Hallstrom,Naperville Central (Naperville	 IL),OG,6-1, 292 ,2,0.7496,Air Force
NA,Heath Price,Watertown (Watertown	 TN),ATH,6-1, 195 ,2,0.7496,Tennessee Tech
NA,Jaivon Preston,Denby (Detroit	 MI),OC,6-2, 305 ,2,0.7491,uncommitted
NA,Brandon Richard,San Antonio Christian (San Antonio	 TX),CB,5-11, 180 ,2,0.7441,uncommitted
NA,James Mott,St. Margaret's Episcopal School (San Juan Capistrano	 CA),PRO,6-0, 195 ,2,0.7430,uncommitted
NA,Austin Rychlik,Cy Ranch (Cypress	 TX),K,5-11, 160 ,2,0.7430,UTEP
NA,Tanner Boston,Cy Ranch (Cypress	 TX),TE,6-2, 235 ,2,0.7430,UTEP
NA,Tony Herrmann,Connell (Connell	 WA),WDE,6-2, 235 ,2,0.7396,uncommitted
NA,Spencer Harris,De Kalb (Dekalb	 IL),OG,6-4, 295 ,2,0.7396,uncommitted
NA,DeAngelo Hardy,Lakes Community (Lake Villa	 IL),WR,6-2, 180 ,2,0.7396,uncommitted
NA,Emmanuel Ferguson,River Rouge (River Rouge	 MI),DUAL,6-3, 185 ,2,0.7396,uncommitted
NA,Parker Driggers,Brantley (Brantley	 AL),ATH,6-0, 175 ,2,0.7396,uncommitted
NA,Drew Hennessey,Highland (Highland	 WI),OLB,6-1, 200 ,2,0.7396,uncommitted
NA,RJ Khayo,Archbishop Moeller (Cincinnati	 OH),WR,5-9, 165 ,2,0.7396,uncommitted
NA,Chike Anigbogu,Ridge Point (Missouri City	 TX),OLB,5-10, 190 ,2,0.7396,Rice
NA,Alan Kervin,East Lake (Tarpon Springs	 FL),P,-, - ,2,0.7396,UCF
NA,Davion Ross,Perry (Perry	 GA),ATH,5-11, 155 ,2,0.7396,Eastern Kentucky
NA,Trey Howe,Avon (Avon	 IN),WDE,6-4, 217 ,2,0.7396,uncommitted
NA,Elgin Nabers,George Washington Carver (Birmingham	 AL),S,5-11, 160 ,2,0.7396,uncommitted
NA,Joshua Adams,Ramsay (Birmingham	 AL),S,6-0, 181 ,2,0.7396,Navy
NA,Cade Campos,Lemont (Lemont	 IL),ILB,6-2, 205 ,2,0.7396,Illinois State
NA,Rasheen Ali,Shaker Heights (Cleveland	 OH),RB,6-0, 185 ,2,0.7396,uncommitted
NA,Seth Glausier,Jefferson (Jefferson	 GA),LS,6-1, 215 ,2,0.7396,uncommitted
NA,Diego Guajardo,Daphne (Daphne	 AL),K,6-1, 190 ,2,0.7396,South Alabama
,,,,,,0,,uncommitted
NA,Samario Rudolph,Cottage Hill Christian Academy (Mobile	 AL),WR,5-9, 172 ,2,0.7396,uncommitted
NA,Dylan Shelton,Lincoln-Way East (Frankfort	 IL),DT,6-1, 230 ,2,0.7396,uncommitted
NA,Kevin Yeager,De Leon (De Leon	 TX),ATH,6-0, 180 ,2,0.7330,uncommitted
NA,Xavior Gray,Jackson (Massillon	 OH),OT,6-9, 300 ,2,0.7330,Akron
NA,Hosea Hairston,Princeton (Cincinnati	 OH),ATH,6-1, 180 ,2,0.7296,uncommitted
NA,Michael Key,Springfield (Holland	 OH),OLB,6-4, 225 ,2,0.7296,uncommitted
NA,Damien Palmer,St. Vincent-St. Mary (Akron	 OH),SDE,6-6, 275 ,2,0.7296,uncommitted
NA,Ben Slaton,Danville Community Sch (Danville	 IN),PRO,6-2, 190 ,2,0.7296,uncommitted
NA,Tommy Fossett,Zionsville (Zionsville	 IN),ATH,5-8, 165 ,2,0.7296,uncommitted
NA,Mitch Anderson,La Habra (La Habra	 CA),WR,6-0, 190 ,2,0.7296,uncommitted
NA,Tre Radford,Twinsburg (Twinsburg	 OH),WR,6-3, 180 ,2,0.7296,uncommitted
