"ranking","name","highSchool","position","height","weight","stars","rating","college"
1,"Carl Moore","Sierra College (Rocklin, CA)","WR","6-4","220",4,"0.9667","Florida"
2,"Simi Kuli","El Camino College (Torrance, CA)","SDE","6-4","270",4,"0.9667","Oregon State"
3,"Gerald Williams","City College of San Francisco (San Francisco, CA)","ILB","6-5","245",4,"0.9444","Tennessee"
4,"Corey Surrency","El Camino College Compton Center (Compton, CA)","WR","6-5","210",4,"0.9444","Florida State"
5,"Raven Gray","Copiah-Lincoln C.C. (Enterprise, AL)","SDE","6-4","248",4,"0.9333","Auburn"
6,"Marcus Ball","Pearl River C.C. (Stone Mountain, GA)","S","6-0","215",4,"0.9294","uncommitted"
7,"Donsay Hardeman","Georgia Military College (Milledgeville, GA)","S","6-2","220",4,"0.9222","Illinois"
8,"J'Marcus Webb","Navarro College (Mesquite, TX)","OT","6-8","300",4,"0.9222","Arizona"
9,"Patrick Trahan","Northwest Mississippi C.C. (Senatobia, MS)","OLB","6-2","230",4,"0.9222","Ole Miss"
10,"LeGarrette Blount","East Mississippi C.C. (Scooba, MS)","RB","6-2","235",4,"0.9111","Oregon"
11,"Shaun Mohler","Orange Coast College (Costa Mesa, CA)","OLB","6-3","225",4,"0.9111","Colorado"
12,"Aubrey Quarles","Santa Rosa J.C. (Santa Rosa, CA)","WR","6-2","190",4,"0.9111","Kansas State"
13,"David Bedford","Independence C.C. (Independence, KS)","SDE","6-5","240",4,"0.9111","USF"
14,"Jocques Crawford","Cisco College (Cisco, TX)","APB","6-1","220",4,"0.9111","Kansas"
15,"Toby Jackson","Navarro College (Griffin, GA)","SDE","6-4","244",4,"0.9044","UCF"
16,"David Pittman","Pasadena City College (Pasadena, CA)","ATH","5-11","195",4,"0.9000","Minnesota"
17,"Emmanuel Stephens","Blinn College (Brenham, TX)","WDE","6-3","225",4,"0.9000","Ole Miss"
18,"Beau Johnson","Butler C.C. (El Dorado, KS)","RB","5-11","210",4,"0.9000","Oklahoma State"
19,"Melvin Williams","Coffeyville C.C. (Coffeyville, KS)","S","6-0","205",4,"0.9000","North Carolina"
20,"Traye Simmons","College of the Sequoias (Visalia, CA)","CB","5-11","175",4,"0.9000","Minnesota"
21,"J.R. Bryant","Garden City C.C.  (Garden City, KS)","OLB","6-3","228",4,"0.9000","Oklahoma"
22,"Matt Moss","Grossmont College (El Cajon, CA)","SDE","6-4","270",4,"0.9000","Texas A&M"
23,"Jarrett Crittenton","North Dakota State College of Science (Wahpeton, ND)","SDE","6-6","275",4,"0.9000","Middle Tennessee State"
24,"Akeem Hebron","Georgia Military College (Milledgeville, GA)","ILB","6-1","220",4,"0.9000","Georgia"
25,"Aiona Key","Mt. San Antonio College (Walnut, CA)","WR","6-4","200",4,"0.9000","Utah"
26,"Jacob Bower","Bakersfield College (Meridian, ID)","PRO","6-4","240",3,"0.8889","Tulsa"
27,"Daniel Calvin","Bakersfield College (Bakersfield, CA)","DT","6-3","322",3,"0.8778","Kansas State"
28,"Josh Wiley","Pearl River C.C. (Poplarville, MS)","CB","6-1","200",3,"0.8778","Louisville"
29,"Tyler Jessen","Butler C.C. (El Dorado, KS)","DT","6-2","300",3,"0.8778","Louisville"
30,"Tevita Hola","Snow College (Ephraim, UT)","DT","6-1","310",3,"0.8778","Brigham Young"
31,"Bernarn Afutiti","Mt. San Antonio College (Walnut, CA)","WDE","6-1","250",3,"0.8778","Brigham Young"
32,"Jimmy Rogers","Mississippi Delta C.C. (Moorhead, MS)","OT","6-4","330",3,"0.8778","Marshall"
33,"Greg Cross","Fort Scott C.C. (Fort Scott, KS)","PRO","6-2","204",3,"0.8778","Pittsburgh"
34,"Terrence Cody","Mississippi Gulf Coast C.C. (Perkinston, MS)","DT","6-5","395",3,"0.8778","Alabama"
