"ranking","name","highSchool","position","height","weight","stars","rating","college"
39,"Sterling Parks","Milford Academy (New Berlin, NY)","CB","5-11","185",3,"0.8000","Duquesne"
40,"Mike Tyson","Hargrave Military Academy (Norfolk, VA)","OLB","6-2","190",3,"0.7984","Cincinnati"
41,"Jonathan Burton","Fork Union Military Academy (Fork Union, VA)","OT","6-7","310",2,"0.7927","Syracuse"
42,"Monte Taylor","Hargrave Military Academy (Upper Marlboro, MD)","SDE","6-3","240",2,"0.7926","uncommitted"
43,"Artimas Samuel","Hargrave Military Academy (Columbus, GA)","TE","6-2","240",2,"0.7917","Mississippi State"
44,"Josh Shelton","Jireh Prep (Mount Juliet, TN)","CB","6-2","185",2,"0.7900","uncommitted"
45,"Tarell Basham","Hargrave Military Academy (Rocky Mount, VA)","SDE","6-4","240",2,"0.7889","Ohio"
46,"Deion Sanders Jr.","Atlanta Sports Academy (Dawsonville, GA)","WR","5-7","170",2,"0.7829","SMU"
47,"Averee Robinson","Milford Academy (Harrisburg, PA)","DT","6-1","265",2,"0.7806","Temple"
48,"Dion Dawkins","Hargrave Military Academy (Rahway, NJ)","OT","6-5","330",2,"0.7800","Temple"
49,"Keith Davis","Milford Academy (Washington, DC)","S","6-3","205",2,"0.7800","uncommitted"
50,"Randall Anderson","Fork Union Military Academy (New Castle, DE)","SDE","6-4","250",2,"0.7793","East Carolina"
51,"Jawon Johnson","Jireh Prep (Matthews, NC)","S","6-2","185",2,"0.7734","Idaho"
52,"Corey Taylor","Milford Academy (Virginia Beach, VA)","S","5-11","171",2,"0.7700","uncommitted"
53,"Jarid Brown","Fork Union Military Academy (Washington, DC)","CB","6-0","185",2,"0.7584","Ohio"
54,"Shane Nastahowski","Milford Academy (New Berlin, NY)","OLB","6-1","215",2,"0.7584","uncommitted"
55,"Shawn McKoy","Atlanta Sports Academy (Dawsonville, GA)","RB","5-7","174",2,"0.7500","uncommitted"
56,"Ikie Calderon","Milford Academy (Neptune, NJ)","S","5-9","189",2,"0.7500","uncommitted"
57,"De'Vonte Haggerty","Air Force Prep (Tyler, TX)","WR","6-0","180",2,"0.7500","Louisiana-Monroe"
58,"Dominquie Green","Hargrave Military Academy (Laurinburg, NC)","CB","5-11","175",2,"0.7500","North Carolina"
59,"Auctavius Bennett","Cheshire Academy (Prep) (Clarksville, MD)","RB","5-6","175",2,"0.7500","uncommitted"
60,"Kyle Camacho","Milford Academy (Greenwich, CT)","ILB","6-0","247",2,"0.7200","uncommitted"
61,"Kiser Terry","Milford Academy (Langhorne, PA)","WDE","6-2","220",2,"0.7000","Temple"
62,"Cody Crafford","Fork Union Military Academy (Fork Union, VA)","ILB","6-3","205",1,"0.6817","Air Force"
