"ranking","name","highSchool","position","height","weight","stars","rating","college"
53,"Jerremiah Hamlin","Fork Union Military Academy (Jacksonville, FL)","RB","-","-",2,"0.7000","uncommitted"
54,"Camre Johnson","Fork Union Military Academy (Buckingham, VA)","WR","-","-",2,"0.7000","uncommitted"
55,"Russell Walton","Fork Union Military Academy (Ramsey, NJ)","CB","6-0","155",2,"0.7000","Rhode Island"
56,"Phillip Mayhue","Atlanta Sports Academy (Dawsonville, GA)","WR","6-3","207",2,"0.7000","Memphis"
57,"Patrick Carroll","Fork Union Military Academy (Toledo, OH)","TE","-","-",2,"0.7000","uncommitted"
58,"Quentin Chandler","Fork Union Military Academy (Ewa Beach, HI)","OLB","-","-",2,"0.7000","uncommitted"
59,"Melvin  Johnson","Fork Union Military Academy (Culpeper, VA)","ILB","-","-",2,"0.7000","uncommitted"
60,"Sidney Sandidge","Fork Union Military Academy (Amherst, VA)","RB","-","-",2,"0.7000","uncommitted"
61,"Keon Mabin","Fork Union Military Academy (Ridgeway, VA)","OLB","6-1","200",2,"0.7000","uncommitted"
62,"Peter Cvijanovic","East Coast Prep (Great Barrington, MA)","OT","6-5","285",2,"0.7000","uncommitted"
63,"Javaris Hendricks","Fork Union Military Academy (Fort Lauderdale, FL)","S","-","-",2,"0.7000","uncommitted"
64,"Roger Cooley","Fork Union Military Academy (Germantown, MD)","OC","-","-",2,"0.7000","uncommitted"
65,"Ryan  Gould","Fork Union Military Academy (Clemmons, NC)","OG","-","-",2,"0.7000","uncommitted"
66,"Eric Baker","Gray Military Academy (West Columbia, SC)","CB","6-1","190",2,"0.7000","uncommitted"
67,"Jaylan Johnson","Fork Union Military Academy (Roanoke, VA)","S","-","-",2,"0.7000","uncommitted"
68,"Damian Nicholson","Atlanta Sports Academy (Manassas, VA)","CB","5-11","175",2,"0.7000","uncommitted"
69,"Daquan  DeBerry","Fork Union Military Academy (Virginia Beach, VA)","OLB","-","-",2,"0.7000","uncommitted"
70,"Reginald Liggon","Fork Union Military Academy (Henderson, NC)","SDE","-","-",2,"0.7000","uncommitted"
71,"Jumil Hornsby","Gray Military Academy (West Columbia, SC)","WR","6-5","200",2,"0.7000","uncommitted"
72,"Austin Mays","Fork Union Military Academy (Charlottesville, VA)","OT","-","-",2,"0.7000","uncommitted"
73,"Andrew Verboys","Fork Union Military Academy (Scarsdale, NY)","DUAL","-","-",2,"0.7000","Massachusetts"
74,"Karlon Quiller","Fork Union Military Academy (Scranton, PA)","WR","6-0","182",2,"0.7000","Maine"
75,"Dominique Monroe","Fork Union Military Academy (Baltimore, MD)","CB","6-0","185",2,"0.7000","uncommitted"
76,"Devin Elliott","Atlanta Sports Academy (Okolona, MS)","WR","6-2","195",2,"0.7000","uncommitted"
77,"Darius Garcia","Fork Union Military Academy (Midlothian, VA)","OT","6-4","277",2,"0.7000","Old Dominion"
78,"Tyrell Johnson","Milford Academy (Cape Coral, FL)","WR","5-8","165",2,"0.7000","Arizona"
