"ranking","name","highSchool","position","height","weight","stars","rating","college"
1,"A.J. Jackson","College of the Sequoias (Visalia, CA)","WR","6-6","220",4,"0.9667","Ole Miss"
2,"P.T. Gates","Saddleback College (Mission Viejo, CA)","APB","5-11","195",4,"0.9444","Colorado"
3,"Michael Ricks","Northeast Mississippi C.C. (Booneville, MS)","S","6-2","195",4,"0.9444","Alabama"
4,"Dion Gales","Mississippi Gulf Coast C.C. (Perkinston, MS)","SDE","6-6","275",4,"0.9444","Troy"
5,"Woodny Turenne","College of the Sequoias (Visalia, CA)","CB","6-2","190",4,"0.9333","Louisville"
6,"Mike Reed","Yuba College (Marysville, CA)","ILB","6-4","245",4,"0.9333","Oklahoma"
7,"Kenny O'Neal","City College of San Francisco (Oakland, CA)","WR","6-0","195",4,"0.9333","Tennessee"
8,"Demetrius Byrd","Pearl River C.C. (Poplarville, MS)","WR","6-2","195",4,"0.9333","LSU"
9,"Terry Mixon","Grossmont College (El Cajon, CA)","S","6-1","200",4,"0.9333","Washington State"
10,"Gary Chandler","Coffeyville C.C. (Coffeyville, KS)","S","5-11","186",4,"0.9222","Kansas State"
11,"Jarius Wynn","Georgia Military College (Milledgeville, GA)","DT","6-5","275",4,"0.9222","Georgia"
12,"Brian Ellis","College of the Sequoias (Visalia, CA)","ILB","6-3","240",4,"0.9222","Purdue"
13,"Brian Coulter","Pearl River C.C. (Poplarville, MS)","WDE","6-4","255",4,"0.9222","Florida State"
14,"Larry Asante","Coffeyville C.C. (Coffeyville, KS)","S","6-1","205",4,"0.9111","Nebraska"
15,"Co-Eric Riley","Mississippi Gulf Coast C.C. (Perkinston, MS)","WR","6-2","205",4,"0.9111","Mississippi State"
16,"Zac Lee","City College of San Francisco (San Francisco, CA)","DUAL","6-2","200",4,"0.9111","Nebraska"
17,"Andy Maples","College of the Sequoias (Visalia, CA)","DT","6-3","300",4,"0.9111","Missouri"
18,"Nevin McKenzie","Trinity Valley C.C. (Athens, TX)","S","6-2","210",4,"0.9111","Tennessee"
19,"Tommie Duhart","Coffeyville C.C. (Coffeyville, KS)","DT","6-2","275",4,"0.9000","Pittsburgh"
20,"Phil Loadholt","Garden City C.C.  (Garden City, KS)","OT","6-9","360",4,"0.9000","Oklahoma"
21,"DeAngelo Willingham","College of the Desert (Palm Desert, CA)","CB","6-0","205",4,"0.9000","Tennessee"
22,"Tonga Tea","Snow College (Ephraim, UT)","DT","6-0","315",4,"0.9000","Oklahoma State"
23,"Anthony Fein","Scottsdale C.C. (Scottsdale, AZ)","ILB","6-3","245",4,"0.9000","Ole Miss"
24,"Terence Scott","College of the Canyons (Valencia, CA)","WR","6-0","180",4,"0.9000","Oregon"
25,"Armando Murillo","Eastern Arizona College (Thatcher, AZ)","CB","6-0","195",4,"0.9000","Nebraska"
26,"Alex Cook","Blinn College (Brenham, TX)","OLB","6-3","225",4,"0.9000","California"
27,"Luis Vasquez","Arizona Western College (Yuma, AZ)","WDE","6-3","250",4,"0.9000","Arizona State"
28,"Vuna Tuihalamaka","El Camino College (Torrance, CA)","OLB","6-1","220",4,"0.9000","Arizona"
29,"Ellis Lankster","Jones County J.C. (Mobile, AL)","CB","5-10","195",4,"0.9000","West Virginia"
30,"Austin Panter","Butler C.C. (El Dorado, KS)","ILB","6-3","240",4,"0.9000","Michigan"
31,"Michael Jordan","Eastern Arizona College (Thatcher, AZ)","SDE","6-6","300",4,"0.9000","Michigan State"
32,"William Tukuafu","Mesa C.C. (Mesa, AZ)","SDE","6-5","275",3,"0.8889","Oregon"
33,"Devin Bishop","City College of San Francisco (San Francisco, CA)","ILB","6-2","225",3,"0.8889","Oregon"
34,"David Richmond","Santa Ana College (Santa Ana, CA)","WR","6-4","200",3,"0.8889","San Jose State"
35,"Schneider Julien","Foothill College (Los Altos, CA)","WR","5-10","180",3,"0.8889","Western Michigan"
36,"Larry Freeman","Pearl River C.C. (Poplarville, MS)","WR","6-2","205",3,"0.8889","South Carolina"
37,"Jonathan Williams","Mississippi Delta C.C. (Moorhead, MS)","DT","6-4","275",3,"0.8889","South Carolina"
38,"Bryan Waggener","Citrus College (Glendora, CA)","PRO","6-4","230",3,"0.8889","Florida"
39,"Patrick Resby","Navarro College (Corsicana, TX)","S","6-2","195",3,"0.8889","Kansas"
40,"Drew Hudgins","Highland C.C. (Highland, KS)","SDE","6-5","240",3,"0.8889","Colorado"
41,"Julius Gray","Pearl River C.C. (Poplarville, MS)","OT","6-4","325",3,"0.8889","Southern Miss"
42,"Alesana Alesana","City College of San Francisco (San Francisco, CA)","OT","6-6","318",3,"0.8778","Kansas State"
43,"Damilyn Tanner","El Camino College Compton Center (Compton, CA)","CB","5-11","185",3,"0.8778","Utah"
44,"Cade Cooper","Snow College (Ephraim, UT)","DUAL","6-3","195",3,"0.8778","Brigham Young"
45,"Tyler Lorenzen","Palomar College (San Marcos, CA)","PRO","6-5","225",3,"0.8778","Connecticut"
46,"Matt Asiata","Snow College (Ephraim, UT)","RB","6-0","232",3,"0.8778","Utah"
47,"Chris Patterson","Joliet J.C. (Chicago, IL)","OLB","6-3","220",3,"0.8667","Kansas State"
48,"Corvey Irvin","Georgia Military College (Milledgeville, GA)","SDE","6-4","275",3,"0.8667","Georgia"
49,"Antoine Holmes","Lackawanna C.C. (Scranton, PA)","SDE","6-4","270",3,"0.8667","N.C. State"
50,"Kevin Dixon","Garden City C.C.  (Garden City, KS)","DT","6-3","292",3,"0.8667","Nebraska"
51,"Morris Wooten","Glendale C.C. (Glendale, AZ)","ILB","6-1","235",3,"0.8667","Arizona State"
52,"Jon Ioane","Santa Ana College (Santa Ana, CA)","OT","6-5","325",3,"0.8667","Oregon State"
53,"Ashlee Palmer","Compton C.C. (Compton, CA)","S","6-3","225",3,"0.8667","Ole Miss"
54,"Ryan Mouton","Blinn College (Brenham, TX)","CB","5-10","185",3,"0.8667","Hawaii"
55,"Larry Dennis","Compton C.C. (Compton, CA)","SDE","6-3","260",3,"0.8667","UNLV"
56,"Josh Leonard","Sierra College (Rocklin, CA)","SDE","6-3","270",3,"0.8667","Hawaii"
57,"Levi Mack","Eastern Arizona College (Thatcher, AZ)","OT","6-5","315",3,"0.8556","Brigham Young"
58,"Ako Poti","City College of San Francisco (San Francisco, CA)","OT","6-5","300",3,"0.8556","Penn State"
59,"Vaughn Lesuma","Mt. San Jacinto College (San Jacinto, CA)","OT","6-5","340",3,"0.8556","Washington State"
60,"Brent Keaster","College of the Sequoias (Visalia, CA)","TE","6-5","255",3,"0.8556","Nevada"
61,"Allen Bell","Tallahassee C.C. (Tallahassee, FL)","CB","6-2","190",3,"0.8556","Iowa State"
62,"Shukree Barfield","Garden City C.C.  (Garden City, KS)","DT","6-4","310",3,"0.8556","Nebraska"
63,"Josh Riddell","Foothill College (Los Altos, CA)","PRO","6-2","200",3,"0.8556","Mississippi State"
64,"Brandon Barnett","Butler C.C. (El Dorado, KS)","RB","5-9","205",3,"0.8444","Arkansas"
65,"Nerraw McCormack","Nassau C.C. (Garden City, NY)","OT","6-5","290",3,"0.8444","Penn State"
66,"Jarrell Holman","Phoenix College (Phoenix, AZ)","CB","6-0","190",3,"0.8444","Arizona State"
67,"Leon Freeman","Mesa C.C. (Mesa, AZ)","ILB","6-2","235",3,"0.8444","Baylor"
68,"Vince Vance","Georgia Military College (Milledgeville, GA)","OT","6-7","300",3,"0.8444","Georgia"
