"ranking","name","highSchool","position","height","weight","stars","rating","college"
37,"Zach Latimer","Gateway (Aurora, CO)","OLB","6-3","215",5,"0.9835","Oklahoma"
38,"Marcedes Lewis","Long Beach Poly (Long Beach, CA)","TE","6-6","233",5,"0.9835","UCLA"
39,"Lonnie Davis","Ed White (Jacksonville, FL)","SDE","6-4","255",5,"0.9835","Florida State"
40,"Marvin Byrdsong","Longview (Longview, TX)","OLB","6-3","230",4,"0.9829","Mississippi State"
41,"Kai Parham","Princess Anne (Virginia Beach, VA)","WDE","6-4","230",4,"0.9827","Virginia"
42,"Gavin Dickey","Lincoln (Tallahassee, FL)","DUAL","6-0","190",4,"0.9821","Florida"
43,"Rhema McKnight","John F. Kennedy (La Palma, CA)","WR","6-3","180",4,"0.9819","Notre Dame"
44,"Richard Washington","Fort Myers (Fort Myers, FL)","WR","6-1","175",4,"0.9819","N.C. State"
45,"Eric Winston","Lee (Midland, TX)","TE","6-7","255",4,"0.9793","Miami"
46,"Parys Haralson","Madison Central (Madison, MS)","WDE","6-2","235",4,"0.9791","Tennessee"
47,"Kyle Williams","Highland Park (Dallas, TX)","OT","6-6","275",4,"0.9791","USC"
48,"DeShawn Wynn","Reading Community (Cincinnati, OH)","RB","6-0","215",4,"0.9789","Florida"
49,"Jason Allen","Muscle Shoals  (Muscle Shoals, AL)","ATH","6-2","200",4,"0.9781","Tennessee"
50,"Marcus Jackson","Norcross (Norcross, GA)","WDE","6-3","235",4,"0.9779","Georgia"
51,"Aaron Harris","North Mesquite (Mesquite, TX)","ILB","6-0","230",4,"0.9773","Texas"
52,"Jason Carter","Jenks (Jenks, OK)","CB","6-0","230",4,"0.9771","Oklahoma"
53,"Tamba Hali","Teaneck Sr (Teaneck, NJ)","SDE","6-4","255",4,"0.9769","Penn State"
54,"Derek Landri","De La Salle (Concord, CA)","DT","6-2","285",4,"0.9769","Notre Dame"
55,"David Richard","Hazelwood East (Saint Louis, MO)","RB","6-2","225",4,"0.9767","Michigan State"
56,"Darnell Bing","Long Beach Poly (Long Beach, CA)","S","6-2","205",4,"0.9759","USC"
57,"Jarrad Page","San Leandro (San Leandro, CA)","S","6-1","200",4,"0.9757","UCLA"
58,"Edorian McCullough","North Garland (Garland, TX)","CB","5-11","190",4,"0.9757","Texas"
59,"A.J. Nicholson","Mount Tabor (Winston Salem, NC)","ILB","6-2","232",4,"0.9753","Florida State"
60,"Jonathan Mapu","Kahuku (Kahuku, HI)","SDE","6-3","265",4,"0.9747","Tennessee"
61,"Kamerion Wimbley","Northwest (Wichita, KS)","WDE","6-4","225",4,"0.9745","Florida State"
62,"Doug Datish","Howland (Warren, OH)","OT","6-5","285",4,"0.9739","Ohio State"
63,"Manuel Wright","Long Beach Poly (Long Beach, CA)","DT","6-6","310",4,"0.9735","USC"
64,"A.J. Davis","Northern (Durham, NC)","CB","6-0","177",4,"0.9729","N.C. State"
65,"DaBryan Blanton","Forney (Forney, TX)","ATH","6-0","165",4,"0.9723","Oklahoma"
66,"Chris Baker","Osceola (Osceola, AR)","WR","6-2","185",4,"0.9717","Arkansas"
67,"Eric McNeal","Junipero Serra (Gardena, CA)","S","6-2","195",4,"0.9715","UCLA"
68,"Kyle Brown","West Bloomfield (West Bloomfield, MI)","WR","6-1","200",4,"0.9705","Michigan State"
69,"Donny Mateaki","Iolani School (Honolulu, HI)","SDE","6-6","260",4,"0.9697","Washington"
70,"Chase Pittman","Evangel Christian Academy (Shreveport, LA)","DT","6-4","265",4,"0.9697","Texas"
71,"Quinn Pitcock","Piqua (Piqua, OH)","DT","6-4","285",4,"0.9693","Ohio State"
72,"Aaron Miller","Edison (Fresno, CA)","S","6-1","175",4,"0.9693","Oklahoma"
73,"Mike Hawkins","Turner (Carrollton, TX)","CB","6-1","170",4,"0.9691","Oklahoma"
74,"Jonathan Wade","Evangel Christian Academy (Shreveport, LA)","ATH","5-11","180",4,"0.9687","Tennessee"
75,"David Horne","Central (Omaha, NE)","RB","6-0","195",4,"0.9687","Nebraska"
76,"Hershel Dennis","Long Beach Poly (Long Beach, CA)","RB","5-11","190",4,"0.9687","USC"
77,"Akieem Jolla","St. Augustine (New Orleans, LA)","WR","6-2","180",4,"0.9683","Miami"
78,"Montae Pitts","Loachapoka Sch (Notasulga, AL)","ATH","6-1","180",4,"0.9683","Auburn"
79,"Selvin Young","Jersey Village (Houston, TX)","RB","6-0","195",4,"0.9683","Texas"
80,"Heath Benedict","The Peddie School (Hightstown, NJ)","OT","6-6","285",4,"0.9675","Tennessee"
81,"Devin Aromashodu","Miami Springs Senior (Miami, FL)","WR","6-2","185",4,"0.9671","Auburn"
82,"Chris Davis","St Petersburg Catholic (Saint Petersburg, FL)","ATH","6-0","170",4,"0.9667","Florida State"
83,"Ryan Boschetti","San Mateo (San Mateo, CA)","DT","6-5","285",4,"0.9667","UCLA"
84,"Scott Young","Dixie (Saint George, UT)","DT","6-5","305",4,"0.9667","Brigham Young"
85,"Aaron Kirkland","Jack Britt (Fayetteville, NC)","TE","6-5","240",4,"0.9665","Tennessee"
86,"Anthony Martinez","Patrick Henry (Ashland, VA)","PRO","6-4","220",4,"0.9653","Virginia"
87,"Neale Tweedie","Allen (Allen, TX)","OG","6-5","260",4,"0.9647","Texas"
88,"Curtis Justus","Perry (Perry, OK)","TE","6-7","210",4,"0.9641","Miami"
89,"Matt Gutierrez","De La Salle (Concord, CA)","PRO","6-4","210",4,"0.9637","Michigan"
90,"William Cooper","Northern Commencement Academy (Flint, MI)","CB","6-1","185",4,"0.9637","Michigan"
91,"Randy Hand","Estero (Estero, FL)","OT","6-6","300",4,"0.9620","Florida"
92,"Nate Harris","Edison (Miami, FL)","OLB","6-2","210",4,"0.9616","Miami"
93,"Larry Dibbles","Lancaster (Lancaster, TX)","SDE","6-1","275",4,"0.9591","Texas"
94,"Max Jean-Gilles","North Miami Beach Senior (Miami, FL)","OT","6-3","340",4,"0.9484","Georgia"
95,"Chris Anderson","Mandarin (Jacksonville, FL)","DT","6-3","295",4,"0.9428","Florida State"
96,"Robert Timmons","Marcus (Flower Mound, TX)","WR","6-2","205",4,"0.9420","Texas"
97,"Tyler Palko","West Allegheny (Imperial, PA)","DUAL","6-2","205",4,"0.9408","Pittsburgh"
98,"Travis Leitko","The Woodlands (The Woodlands, TX)","SDE","6-5","265",4,"0.9380","Notre Dame"
99,"Tony Ugoh","Westfield (Houston, TX)","OT","6-6","275",4,"0.9373","Arkansas"
100,"Maurice Stovall","Archbishop John Carroll (Wayne, PA)","WR","6-5","205",4,"0.9369","Notre Dame"
101,"Lester Ricard","Amite (Amite, LA)","DUAL","6-4","195",4,"0.9367","LSU"
102,"Marco Martin","Mesquite (Mesquite, TX)","DT","6-4","300",4,"0.9367","Texas"
103,"Mario Whitney","Jackson Sr. (Jackson, MO)","RB","6-0","190",4,"0.9355","Missouri"
104,"James Bonelli","St. Bonaventure (Ventura, CA)","OG","6-4","285",4,"0.9353","Notre Dame"
105,"Nick Turner","Washington (Atlanta, GA)","RB","5-11","195",4,"0.9343","Mississippi State"
106,"Leonard Pope","Americus Sumter County South (Americus, GA)","TE","6-7","240",4,"0.9333","Georgia"
107,"Mike Kudla","Highland (Medina, OH)","SDE","6-4","235",4,"0.9333","Ohio State"
108,"Todd Pegram","Plano West (Plano, TX)","K","5-10","180",4,"0.9333","Texas A&M"
109,"David Abdul","Washington (Massillon, OH)","K","5-11","180",4,"0.9333","Pittsburgh"
110,"Micheal Hawkins","Turner (Carrollton, TX)","CB","6-1","170",4,"0.9333","Oklahoma"
111,"Peni Holakeituai","Madison Senior (Rexburg, ID)","OT","6-6","310",4,"0.9333","Kansas State"
112,"James Wilhoit","Hendersonville (Hendersonville, TN)","K","6-1","180",4,"0.9333","Tennessee"
113,"Brodney Pool","Westbury (Houston, TX)","S","6-3","193",4,"0.9333","Oklahoma"
114,"Randy Jordan","Bakersfield (Bakersfield, CA)","CB","6-2","175",4,"0.9333","Kansas State"
115,"Glenn Ohaeri","Aquinas (San Bernardino, CA)","APB","5-9","190",4,"0.9329","UCLA"
116,"Albert Hardy","Galena Park (Galena Park, TX)","FB","5-11","225",4,"0.9321","Texas"
117,"Jason Avant","Carver Military Academy (Chicago, IL)","WR","6-2","200",4,"0.9311","Michigan"
118,"Rob Smith","Highlands (Fort Thomas, KY)","OG","6-4","290",4,"0.9311","Tennessee"
119,"Isaiah Stanback","Garfield (Seattle, WA)","DUAL","6-3","190",4,"0.9307","Washington"
120,"Kyle Williams","Ruston (Ruston, LA)","DT","6-3","290",4,"0.9303","LSU"
121,"Jim Unis","Gloucester (Gloucester, MA)","WDE","6-5","225",4,"0.9301","Boston College"
122,"Jabari Levey","Berkeley (Moncks Corner, SC)","OT","6-7","300",4,"0.9301","South Carolina"
123,"C.J. Niusulu","Barstow (Barstow, CA)","DT","6-2","280",4,"0.9000","UCLA"
124,"Terrell Walden","Edison (Miami, FL)","CB","5-10","165",4,"0.9000","Miami"
125,"Tully Janszen","Keller (Keller, TX)","DT","6-3","250",4,"0.9000","Texas"
126,"Mike Nixon","Sunnyslope (Phoenix, AZ)","ATH","6-3","205",4,"0.9000","UCLA"
127,"Archie McDaniel","Bay City (Bay City, TX)","ILB","6-1","215",4,"0.9000","Texas A&M"
128,"Willie Henderson","Ridgeway (Memphis, TN)","DT","6-7","270",4,"0.9000","Memphis"
129,"Larry Fitzgerald","Valley Forge Military Academy (HS) (Minneapolis, MN)","WR","6-3","205",4,"0.9000","Pittsburgh"
130,"Bobby Carpenter","Lancaster (Lancaster, OH)","OLB","6-3","235",4,"0.9000","Ohio State"
131,"Ron Green","Dixie (Saint George, UT)","OT","6-5","315",4,"0.9000","Rutgers"
132,"Markell McKinley","Weir Attendance Center (Weir, MS)","SDE","6-3","267",4,"0.9000","Mississippi State"
133,"Rufus Alexander","Christian Life Academy (Baton Rouge, LA)","OLB","6-2","215",4,"0.9000","Oklahoma"
134,"Kyle Tatum","Prattville (Prattville, AL)","DT","6-6","260",4,"0.9000","Alabama"
135,"Nate Salley","St. Thomas Aquinas (Fort Lauderdale, FL)","S","6-3","180",4,"0.9000","Ohio State"
136,"Troy Smith","Glenville (Cleveland, OH)","DUAL","6-1","200",4,"0.9000","Ohio State"
137,"Brandon Cannon","Stephenson (Stone Mountain, GA)","WDE","6-3","240",4,"0.9000","Clemson"
138,"Loren Howard","Saguaro (Scottsdale, AZ)","DT","6-5","270",4,"0.9000","Northwestern"
139,"Taurean Charles","Northwestern (Miami, FL)","WDE","6-3","230",4,"0.9000","Florida"
140,"Cameron Vaughn","Archbishop Shaw (Marrero, LA)","ILB","6-3","220",4,"0.9000","LSU"
141,"Jon Peattie","Countryside (Clearwater, FL)","K","6-3","185",4,"0.9000","Miami"
142,"Baraka Atkins","Booker (Sarasota, FL)","SDE","6-5","245",4,"0.9000","Miami"
143,"Jim Kanuch","Westmont Hilltop (Johnstown, PA)","S","6-2","190",4,"0.9000","Penn State"
144,"Brian Borgoyn","Woodland Hills (Pittsburgh, PA)","OT","6-5","290",4,"0.9000","Penn State"
145,"Kenny James","Dos Palos (Dos Palos, CA)","RB","5-11","206",4,"0.9000","Washington"
146,"Fabian Bean","Salisbury School (Salisbury, CT)","SDE","6-3","270",4,"0.9000","Missouri"
147,"Kevin Harbour","Loyola (Los Angeles, CA)","SDE","6-4","253",4,"0.9000","UCLA"
148,"Glenn Sharpe","Miami Carol City (Opa Locka, FL)","CB","5-11","180",4,"0.9000","Miami"
149,"Stan White","Gilman (Baltimore, MD)","OLB","6-3","225",4,"0.9000","Ohio State"
150,"Thomas Clayton","Mount Vernon (Alexandria, VA)","RB","6-0","197",4,"0.9000","Florida State"
151,"DeAngelo Williams","Wynne (Wynne, AR)","APB","5-8","185",4,"0.9000","Memphis"
152,"Jejuan Rankins","Bertie (Windsor, NC)","WR","6-0","175",4,"0.9000","Oklahoma"
153,"Sam Williams","Greenwood (Greenwood, SC)","DUAL","6-3","185",4,"0.9000","Middle Tennessee State"
154,"Dedrick Harrington","Mexico (Mexico, MO)","ATH","6-4","225",4,"0.9000","Missouri"
155,"Alex Pou","Coral Gables Senior (Miami, FL)","OT","6-4","280",4,"0.9000","Miami"
156,"Mario Raley","Independence (Charlotte, NC)","WR","6-1","185",4,"0.9000","Georgia"
157,"Joe Tereshinski","Athens Academy (Athens, GA)","PRO","6-3","205",4,"0.9000","Georgia"
158,"Kelvin Grant","Camden (Camden, SC)","WR","6-2","205",4,"0.9000","Clemson"
159,"Terrell McGill","Norland (Miami, FL)","OT","6-4","280",4,"0.9000","LSU"
160,"Vernon Grant","Duncanville (Duncanville, TX)","CB","5-10","173",4,"0.9000","Oklahoma State"
161,"E.J. Underwood","Hamilton (Hamilton, OH)","CB","6-1","175",4,"0.9000","Ohio State"
162,"Anthony Wright","Klein Forest (Houston, TX)","WR","6-3","204",4,"0.9000","Colorado"
163,"Cody Douglas","La Marque (La Marque, TX)","OG","6-4","310",4,"0.9000","Tennessee"
164,"Albert Toeaina","Pittsburg (San Francisco, CA)","OT","-","-",4,"0.9000","uncommitted"
165,"George Cooper","Westerville North (Westerville, OH)","TE","6-5","250",4,"0.9000","Georgia Tech"
166,"Paul Mosley","Anderson (Austin, TX)","ATH","6-3","217",4,"0.9000","Baylor"
167,"Aaron Ross","John Tyler (Tyler, TX)","CB","6-1","180",4,"0.9000","Texas"
168,"Chris Herring","South Panola (Batesville, MS)","ILB","6-2","257",4,"0.9000","Ole Miss"
169,"Jesse Taylor","Chaminade (West Hills, CA)","TE","6-4","238",4,"0.9000","Washington State"
170,"LaDarius Love","Jonesboro-Hodge (Jonesboro, LA)","DT","6-3","310",4,"0.9000","Louisiana Tech"
171,"Justin Bruce","Pepperell (Lindale, GA)","TE","6-8","250",4,"0.9000","Auburn"
172,"Anthony Fasano","Verona (Verona, NJ)","TE","6-3","230",4,"0.9000","Notre Dame"
173,"Ryan Carter","South Lake (Groveland, FL)","OT","6-5","326",4,"0.9000","Florida"
174,"Jeremy Ruffin","Meridian (Meridian, MS)","OLB","6-2","205",4,"0.9000","Ole Miss"
175,"Brian Calhoun","Oak Creek (Oak Creek, WI)","RB","5-11","190",4,"0.9000","Colorado"
176,"Marcus McNeill","Cedar Grove (Ellenwood, GA)","OT","6-8","315",4,"0.9000","Auburn"
177,"Reshard Dudley","Marianna (Marianna, FL)","RB","5-10","208",4,"0.9000","Georgia"
178,"Kwakou Robinson","Poly Prep (Brooklyn, NY)","DT","6-4","315",4,"0.9000","Virginia"
179,"R.J. Coleman","Robert C. Byrd (Clarksburg, WV)","TE","6-6","260",4,"0.9000","Ohio State"
180,"Jeff Lebby","Andrews (Andrews, TX)","OT","6-5","275",4,"0.9000","Oklahoma"
181,"Brian Crum","Camden County (Kingsland, GA)","S","6-3","210",4,"0.9000","Florida"
182,"Jamie Ryan","Marian Catholic (Tamaqua, PA)","OT","6-5","275",4,"0.9000","Notre Dame"
183,"Kelvin Flood","Kimball (Dallas, TX)","OLB","6-2","210",4,"0.9000","Texas A&M"
184,"Jay Moore","Elkhorn (Elkhorn, NE)","WDE","6-4","235",4,"0.9000","Nebraska"
185,"Michael Williams","Lindale (Lindale, TX)","OLB","6-4","225",4,"0.9000","Texas"
186,"Randolph Crowder","North Springs (Atlanta, GA)","OLB","6-2","220",4,"0.9000","Florida"
187,"Marc Guillon","Miramonte (Orinda, CA)","PRO","6-4","185",4,"0.9000","Miami"
188,"Drew Olson","Piedmont Hills (San Jose, CA)","PRO","6-2","190",4,"0.9000","UCLA"
189,"Mark Farris","North Hills (Pittsburgh, PA)","OG","6-6","280",4,"0.9000","Penn State"
190,"Dan Inman","South View (Hope Mills, NC)","OT","6-7","300",4,"0.9000","Georgia"
191,"Greg Threat","Lincoln (Tallahassee, FL)","CB","6-1","185",4,"0.9000","Miami"
192,"J.R. Mounts","Key West (Key West, FL)","RB","5-11","215",4,"0.9000","Miami"
193,"Nurahda Manning","Bay City (Bay City, TX)","ILB","6-3","235",4,"0.9000","Texas A&M"
194,"Brandon Kirsch","Cedar Crest (Lebanon, PA)","PRO","6-3","190",4,"0.9000","Purdue"
195,"Trestin George","Berkeley (Berkeley, CA)","CB","5-9","190",4,"0.9000","San Jose State"
196,"Randy Earle","Farmingdale Senior (Farmingdale, NY)","WDE","6-3","225",4,"0.9000","Maryland"
197,"William Beckford","Glades Central (Belle Glade, FL)","OLB","6-1","215",4,"0.9000","Rutgers"
198,"Bobby Morton","McKinney (Mckinney, TX)","OG","6-4","305",4,"0.9000","Notre Dame"
199,"Jake Kuresa","Mountain Crest (Hyrum, UT)","DT","6-4","305",4,"0.9000","Brigham Young"
200,"Levi Brown","Granby (Norfolk, VA)","DT","6-5","280",4,"0.9000","Penn State"
201,"John Wood","American (Hialeah, FL)","WDE","6-4","235",4,"0.9000","Miami"
202,"Dominique Byrd","Breck School (Minneapolis, MN)","TE","6-3","230",4,"0.9000","USC"
203,"Moe Thompson","Stratford (Goose Creek, SC)","TE","6-4","255",4,"0.9000","South Carolina"
204,"Stanley Daniels","Marian Catholic (Chicago Heights, IL)","OT","6-4","310",4,"0.9000","Washington"
205,"Kareem Brown","Norland (Miami, FL)","DT","6-5","265",4,"0.9000","Miami"
206,"Quinlan Germany","All Saints Episcopal (Fort Worth, TX)","TE","6-4","250",4,"0.9000","Texas A&M"
207,"Jon Clark","Madison Senior (Rexburg, ID)","TE","6-5","215",4,"0.9000","Houston"
208,"Tommy Jackson","Opelika (Opelika, AL)","DT","6-1","280",4,"0.9000","Auburn"
209,"Vickiel Vaughn","Plano West (Plano, TX)","S","6-1","187",4,"0.9000","Arkansas"
210,"Brian Mattes","Wyoming Valley West  (Plymouth, PA)","TE","6-6","245",4,"0.9000","Notre Dame"
211,"Wyatt Sexton","Tallahassee Leon (Tallahassee, FL)","PRO","6-3","185",4,"0.9000","Florida State"
212,"Cedric Washington","Bryan (Bryan, TX)","DUAL","6-0","183",4,"0.9000","Arkansas"
213,"Abraham Brown","Booker (Sarasota, FL)","S","6-4","205",4,"0.9000","Louisville"
214,"Matt Traverso","Christian Brothers (Sacramento, CA)","TE","6-6","245",4,"0.9000","Stanford"
215,"Steve Breaston","Woodland Hills (Pittsburgh, PA)","ATH","6-2","170",4,"0.9000","Michigan"
216,"Nate Schiccatano","Southern Columbia (Catawissa, PA)","RB","6-3","215",4,"0.9000","Notre Dame"
217,"Fred Matua","Phineas Banning Senior (Wilmington, CA)","DT","6-3","290",4,"0.9000","USC"
218,"Sammy Joseph","Archbishop Shaw (Marrero, LA)","CB","6-1","185",4,"0.9000","Colorado"
219,"Dallas Sartz","Granite Bay (Granite Bay, CA)","OLB","6-5","215",4,"0.9000","USC"
220,"Garett Wibel","Archbishop Rummel (Metairie, LA)","OG","6-3","315",4,"0.9000","LSU"
221,"Brandon Snow","Newark (Newark, DE)","FB","6-2","225",4,"0.9000","Penn State"
222,"Elijah Dukes","Hillsborough (Tampa, FL)","OLB","6-3","225",4,"0.9000","N.C. State"
223,"Carl Tabb","Huron (Ann Arbor, MI)","WR","6-2","180",4,"0.9000","Michigan"
224,"Marcus Hamilton","Centreville (Clifton, VA)","CB","6-1","180",4,"0.9000","Virginia"
225,"Jemalle Cornelius","Fort Meade  (Fort Meade, FL)","ATH","6-1","175",4,"0.9000","Florida"
226,"Mike Kolodziej","Joliet Catholic Academy (Joliet, IL)","OT","6-7","275",4,"0.9000","Michigan"
227,"Brandon Cox","Hewitt-Trussville (Trussville, AL)","PRO","6-3","190",4,"0.9000","Auburn"
228,"Keith Andrews","Ouachita Christian School (Monroe, LA)","K","6-0","175",4,"0.9000","Mississippi State"
229,"L'Tydrick Riley","Crockett (Crockett, TX)","ATH","6-4","220",4,"0.9000","Texas A&M"
230,"I'Lario Vital","McClymonds (Oakland, CA)","S","5-11","207",4,"0.9000","San Jose State"
231,"Sam McGrew","Wakulla (Crawfordville, FL)","ILB","6-3","220",4,"0.9000","Florida State"
232,"Justin Miller","Owensboro (Owensboro, KY)","CB","6-0","180",4,"0.9000","Clemson"
233,"Buster Davis","Mainland (Daytona Beach, FL)","ILB","5-11","228",4,"0.9000","Florida State"
234,"Roy Hall","Brush (Cleveland, OH)","WR","6-3","200",4,"0.9000","Ohio State"
235,"Joe Newton","Roseburg (Roseburg, OR)","TE","6-7","235",4,"0.9000","Oregon State"
236,"Brandon Williams","Shaw (Columbus, GA)","CB","6-1","196",4,"0.9000","Auburn"
237,"Skyler Green","L.w. Higgins (Marrero, LA)","APB","5-9","192",4,"0.9000","LSU"
238,"Anthony Johnson","Byrnes (Duncan, SC)","DUAL","5-10","188",4,"0.9000","UAB"
239,"Jeff Edwards","Marist School (Atlanta, GA)","OT","6-7","250",4,"0.9000","Stanford"
240,"Ben Patrick","Jenkins (Savannah, GA)","TE","6-4","260",4,"0.9000","Duke"
241,"Demario Minter","Stephenson (Stone Mountain, GA)","CB","5-11","180",4,"0.9000","Georgia"
242,"William Blackmon","Bishop Hendricken (Warwick, RI)","APB","6-0","185",4,"0.9000","Boston College"
243,"Terry Richardson","Centennial (Corona, CA)","ATH","6-1","190",4,"0.9000","Arizona State"
244,"Scott White","Mission Bay (San Diego, CA)","ILB","6-3","230",4,"0.9000","Washington"
245,"Curtis James","Mira Mesa (San Diego, CA)","OT","6-5","305",4,"0.9000","Iowa State"
246,"Brandon Ala","Kamehameha (Honolulu, HI)","ILB","6-3","225",4,"0.9000","Washington"
247,"Drew Stanton","Harrison (Farmington, MI)","PRO","6-4","215",4,"0.9000","Michigan State"
248,"David Thomas","Frenship (Wolfforth, TX)","TE","6-3","210",4,"0.9000","Texas"
249,"Quinton McCoy","Valley Christian (Chandler, AZ)","ATH","5-11","175",4,"0.9000","Michigan"
250,"Tim Schafer","Upper Arlington (Columbus, OH)","SDE","6-5","245",4,"0.9000","Ohio State"
251,"Shadu Moore","Paterson Catholic (Paterson, NJ)","OG","6-4","300",4,"0.9000","Boston College"
252,"Josh Beekman","Amsterdam (Amsterdam, NY)","OG","6-3","320",4,"0.9000","Boston College"
253,"Blair Irvin","Patterson (Patterson, LA)","ATH","6-0","170",4,"0.9000","LSU"
254,"Antwuan Smith","Buchanan (Clovis, CA)","WR","6-0","180",4,"0.9000","UCLA"
255,"Alex Lewis","Morrisville Middle School (Morrisville, NY)","ILB","6-1","235",4,"0.9000","Wisconsin"
256,"Omar Gaither","Myers Park (Charlotte, NC)","OLB","6-2","210",4,"0.9000","Tennessee"
257,"David Jordan","Brookstone  (Columbus, GA)","K","6-5","185",4,"0.9000","Georgia Tech"
258,"Justin London","Northside (Roanoke, VA)","OLB","6-2","218",4,"0.9000","UCLA"
259,"Chris Hollis","Hinkley (Aurora, CO)","ILB","6-1","220",4,"0.9000","Colorado"
260,"Matt Moore","Hart (Newhall, CA)","PRO","6-4","175",4,"0.9000","UCLA"
261,"Idris Moss","Eisenhower Senior (Rialto, CA)","ATH","6-0","170",4,"0.9000","UCLA"
262,"Chris Turner","Ed White (Jacksonville, FL)","DT","6-3","265",4,"0.9000","Florida State"
263,"Blake Mackey","Bakersfield (Bakersfield, CA)","WR","6-3","185",4,"0.8988","Colorado"
264,"Davin Joseph","Hallandale (Hallandale, FL)","OG","6-4","290",4,"0.8972","Oklahoma"
265,"Biren Ealy","Cy Falls (Houston, TX)","WR","6-4","200",3,"0.8667","Arizona"
266,"Lucas Jackson","West Monroe (West Monroe, LA)","ILB","6-1","220",3,"0.8667","Arkansas"
267,"Matt Herian","Pierce Jr/sr (Pierce, NE)","TE","6-5","220",3,"0.8667","Nebraska"
268,"Dustin Fry","Summerville (Summerville, SC)","OG","6-3","305",3,"0.8667","Clemson"
269,"Kasey Studdard","Highlands Ranch (Littleton, CO)","OG","6-2","260",3,"0.8667","Texas"
270,"Robert Chai","Newport Harbor (Newport Beach, CA)","OG","6-4","270",3,"0.8667","UCLA"
271,"Mike Jefferson","Parkland (El Paso, TX)","WR","6-3","205",3,"0.8667","Arizona"
