"ranking","name","highSchool","position","height","weight","stars","rating","college"
84,"Dominique Davis","Fort Scott C.C. (Fort Scott, KS)","DUAL","6-4","200",3,"0.8222","East Carolina"
85,"Jon Caspers","North Dakota State College of Science (Wahpeton, ND)","OT","6-7","287",3,"0.8222","Iowa State"
86,"Derrick Hall","Navarro College (Corsicana, TX)","RB","5-10","210",3,"0.8222","Tulsa"
87,"Andre Kates","ASA College (New York) (Brooklyn, NY)","CB","5-11","197",3,"0.8222","Indiana"
88,"Eric Richter","Saddleback College (Mission Viejo, CA)","OG","6-4","315",3,"0.8222","Colorado"
89,"Quinn Mecham","Snow College (Ephraim, UT)","PRO","6-3","205",3,"0.8222","Kansas"
90,"Jordan Rodgers","Butte College (Oroville, CA)","PRO","6-2","210",3,"0.8222","Vanderbilt"
91,"Aljoshua Tillman","Copiah-Lincoln C.C. (Wesson, MS)","SDE","6-4","260",3,"0.8222","Louisiana Tech"
92,"Austin Daniels","Mt. San Antonio College (Walnut, CA)","CB","5-10","175",3,"0.8222","Wyoming"
93,"David Gonzales","Fresno City College (Fresno, CA)","OT","6-5","295",3,"0.8222","Washington State"
94,"Chris Boudreaux","Palomar College (San Marcos, CA)","S","6-0","195",3,"0.8222","Nevada"
95,"Josh Tillman","Copiah-Lincoln C.C. (Wesson, MS)","SDE","6-5","260",3,"0.8222","Louisiana Tech"
96,"Mychal Bailey","Southwest Mississippi C.C. (Summit, MS)","S","6-0","206",3,"0.8222","Kentucky"
97,"Jasmin Hopkins","Fort Scott C.C. (Fort Scott, KS)","RB","5-7","185",3,"0.8111","Northern Illinois"
98,"Jeff Thomas","Foothill College (Los Altos, CA)","ILB","6-1","240",3,"0.8111","Indiana"
99,"Justin Goodman","Blinn College (Brenham, TX)","CB","5-10","195",3,"0.8111","Louisiana Tech"
100,"Dominic Glover","Saddleback College (Mission Viejo, CA)","SDE","6-4","275",3,"0.8111","Oregon State"
101,"Herschel Thornton","Lackawanna C.C. (Scranton, PA)","S","6-2","205",3,"0.8111","Minnesota"
102,"Manase Foketi","Mt. San Antonio College (Walnut, CA)","OT","6-6","350",3,"0.8111","Kansas State"
103,"Christyn Lewis","Citrus College (Glendora, CA)","CB","6-2","175",3,"0.8111","Minnesota"
104,"Anthony Gonzales","Blinn College (Brenham, TX)","SDE","6-5","256",3,"0.8111","Baylor"
105,"D.A. Autry","Jones County J.C. (Ellisville, MS)","ILB","5-11","225",3,"0.8111","UAB"
106,"Michael Eargle","Lackawanna C.C. (Scranton, PA)","CB","6-0","165",3,"0.8111","Purdue"
107,"Ray Kibble","Navarro College (Corsicana, TX)","DT","6-5","310",3,"0.8111","Kansas State"
108,"Darron Edwards","Butler C.C. (El Dorado, KS)","CB","5-11","180",3,"0.8111","Arkansas State"
109,"Andy Summerlin","Coffeyville C.C. (Coffeyville, KS)","PRO","6-5","230",3,"0.8111","Memphis"
110,"Anthony White","Fort Scott C.C. (Fort Scott, KS)","DT","6-3","305",3,"0.8111","Michigan State"
111,"Darius Bright","City College of San Francisco (San Francisco, CA)","WR","6-5","225",3,"0.8111","Hawaii"
112,"Durrell Givens","Chaffey College (Rancho Cucamonga, CA)","CB","5-11","198",3,"0.8111","Iowa State"
113,"Emmanuel Taylor","East Central C.C. (Decatur, MS)","DUAL","5-10","175",3,"0.8111","UAB"
114,"Jamie Bender","Jones County J.C. (Ellisville, MS)","S","5-11","195",3,"0.8111","UAB"
115,"Jordan Allred","Los Angeles Pierce College (Woodland Hills, CA)","OT","6-4","290",3,"0.8111","Kansas State"
116,"London Sapolu","Orange Coast College (Costa Mesa, CA)","OG","6-1","290",3,"0.8111","Hawaii"
117,"Mikel Overgaard","Snow College (Ephraim, UT)","OT","6-6","280",3,"0.8111","N.C. State"
118,"Ricky Howard","Chaffey College (Rancho Cucamonga, CA)","TE","6-3","242",3,"0.8111","Iowa State"
119,"Quartney Cox","East Mississippi C.C. (Scooba, MS)","OT","6-3","270",3,"0.8111","UAB"
120,"Matt Faulkner","Mt. San Antonio College (Walnut, CA)","PRO","-","-",3,"0.8111","San Jose State"
121,"Devon Rosa","Glendale C.C. (Glendale, AZ)","SDE","6-5","265",3,"0.8111","Nevada"
122,"Darrell Zellars","Hutchinson C.C. (Hutchinson, KS)","DT","6-2","300",3,"0.8111","Tulsa"
123,"Chase Ford","Kilgore J.C. (Kilgore, TX)","TE","6-6","245",3,"0.8111","Miami"
124,"Joshua Bellamy","Butte College (Oroville, CA)","WR","6-1","200",3,"0.8111","Louisville"
125,"Paul Moore","Palomar College (San Marcos, CA)","WR","6-0","185",3,"0.8111","Arkansas State"
126,"Anthony Brown","Northeast Mississippi C.C. (Booneville, MS)","WDE","6-3","255",3,"0.8041","Memphis"
127,"Dejarrius Adams","El Camino College (Torrance, CA)","WR","6-2","205",3,"0.8000","Memphis"
128,"Darion Smith","Copiah-Lincoln C.C. (Wesson, MS)","OG","6-2","280",3,"0.8000","UAB"
129,"Thaad Thompson","Ellsworth C.C. (Iowa Falls, IA)","S","6-3","220",3,"0.8000","Idaho"
130,"Kurt Taufa'asau","New Mexico Military Institute (Roswell, NM)","DT","6-2","285",3,"0.8000","Wyoming"
131,"Lance Lewis","East Mississippi C.C. (Scooba, MS)","WR","6-3","200",3,"0.8000","East Carolina"
132,"Armauni Johnson","West Los Angeles College (Culver City, CA)","WR","6-4","200",3,"0.8000","Idaho"
133,"Josh Gibbs","College of the Canyons (Valencia, CA)","S","6-0","200",3,"0.8000","Kentucky"
134,"Bradley Jacobs","Mississippi Gulf Coast C.C. (Perkinston, MS)","S","6-0","190",3,"0.8000","East Carolina"
135,"Anthony Vidal","Orange Coast College (Costa Mesa, CA)","TE","6-5","250",3,"0.8000","UNLV"
136,"Homer Mauga","Grossmont College (El Cajon, CA)","OLB","6-1","220",3,"0.8000","Idaho"
137,"Mazi Ogbonna","Snow College (Ephraim, UT)","WR","6-1","190",3,"0.8000","Wyoming"
138,"Dean Faddis","Palomar College (San Marcos, CA)","S","6-1","190",3,"0.8000","Nevada"
139,"Durrell Finch","Chabot College (Hayward, CA)","SDE","6-5","232",3,"0.8000","Tulsa"
140,"Jared Jackson","Southwestern Christian College (Terrell, TX)","WDE","6-6","245",3,"0.8000","Nevada"
141,"Saheed Imoru","Navarro College (Corsicana, TX)","CB","5-10","185",3,"0.8000","Pittsburgh"
142,"Rony Nelson","Yuba College (Marysville, CA)","SDE","6-2","240",3,"0.8000","Iowa State"
143,"Evan Harrington","College of the Canyons (Valencia, CA)","ILB","6-0","220",3,"0.8000","Colorado"
144,"Isaac Williams","El Camino College (Torrance, CA)","RB","6-0","190",3,"0.8000","Baylor"
145,"Richard Crawford","Saddleback College (Mission Viejo, CA)","CB","5-11","180",3,"0.8000","SMU"
146,"Anthony Hollis","Grand Rapids C.C. (Grand Rapids, MI)","CB","5-10","180",3,"0.8000","Central Michigan"
147,"Ketauras Stanton","Cisco College (Cisco, TX)","APB","6-1","225",3,"0.8000","Memphis"
148,"Michael Hay","Nassau C.C. (Garden City, NY)","OT","6-6","280",3,"0.8000","Syracuse"
149,"Aaron Strumski","Ellsworth C.C. (Iowa Falls, IA)","DT","6-3","285",3,"0.8000","Idaho"
150,"Jabar Westerman","Dodge City C.C. (Dodge City, KS)","DT","6-2","290",3,"0.8000","Eastern Michigan"
151,"Phillip Lewis","Grand Rapids C.C. (Grand Rapids, MI)","DT","6-2","275",3,"0.8000","Toledo"
152,"Ketaraus Stanton","Cisco College (Cisco, TX)","FB","6-1","230",3,"0.8000","Memphis"
153,"Deon Goggins","Cerritos College (Norwalk, CA)","DT","6-2","280",3,"0.8000","Syracuse"
154,"Kenny Ashley","El Camino College (Torrance, CA)","RB","5-9","225",3,"0.8000","Ohio"
155,"Logan Kilgore","Bakersfield College (Bakersfield, CA)","DUAL","6-3","195",2,"0.7963","Middle Tennessee State"
156,"Brian Blechen","Moorpark College (Moorpark, CA)","DUAL","6-3","205",2,"0.7954","Utah"
157,"Jamison Hughes","Pearl River C.C. (Poplarville, MS)","S","6-1","185",2,"0.7889","North Texas"
158,"Randy Richards","College of the Sequoias (Visalia, CA)","OG","6-4","310",2,"0.7889","Marshall"
159,"Justin Sorrell","Blinn College (Brenham, TX)","CB","5-10","195",2,"0.7889","SMU"
160,"Olando Fisher","Nassau C.C. (Garden City, NY)","S","5-11","195",2,"0.7889","Syracuse"
161,"DeJay Lester","Snow College (Ephraim, UT)","WR","6-2","200",2,"0.7889","Wyoming"
162,"Dontel Watkins","Butler C.C. (El Dorado, KS)","WR","6-3","205",2,"0.7889","Utah State"
163,"Darryl Shine","Fullerton College (Fullerton, CA)","WR","5-10","185",2,"0.7889","Temple"
164,"Trulon Henry","College of DuPage (Glen Ellyn, IL)","S","6-2","225",2,"0.7889","Illinois"
165,"Nick Puetz","Coffeyville C.C. (Coffeyville, KS)","OG","6-4","315",2,"0.7889","Wyoming"
166,"DeeJay Lester","Snow College (Ephraim, UT)","WR","6-2","195",2,"0.7889","Wyoming"
167,"Pat Shed","East Mississippi C.C. (Scooba, MS)","RB","5-9","175",2,"0.7889","UAB"
168,"Alphonso Bruton","El Camino College (Torrance, CA)","OLB","6-3","225",2,"0.7889","Memphis"
169,"Anthony Garrett","Fort Scott C.C. (Fort Scott, KS)","OT","6-5","295",2,"0.7889","East Carolina"
170,"Ja'Rodd Watson","Grossmont College (El Cajon, CA)","DT","-","-",2,"0.7889","San Jose State"
171,"Frank Padilla","College of the Sequoias (Visalia, CA)","FB","6-0","220",2,"0.7889","New Mexico State"
172,"Charles Rancifer","Copiah-Lincoln C.C. (Wesson, MS)","ILB","6-2","215",2,"0.7889","Toledo"
173,"Jeremy LaPan","Santa Ana College (Santa Ana, CA)","OT","6-6","300",2,"0.7889","Utah State"
174,"Matt Christian","Palomar College (San Marcos, CA)","PRO","6-3","215",2,"0.7889","New Mexico State"
175,"Jordan Mudge","Bakersfield College (Bakersfield, CA)","OG","6-4","315",2,"0.7889","Nevada"
176,"Matt Pelesasa","College of San Mateo (San Mateo, CA)","DUAL","6-2","235",2,"0.7889","Western Kentucky"
177,"DeAndre Boughton","Fresno City College (Fresno, CA)","OLB","6-2","215",2,"0.7889","Nevada"
178,"Marquelo Suel","Allan Hancock College (Santa Maria, CA)","WR","6-3","195",2,"0.7889","Akron"
179,"Siaki Cravens","Long Beach City College (Long Beach, CA)","ILB","6-2","240",2,"0.7889","Hawaii"
180,"B.J. Sumter","New Mexico Military Institute (Roswell, NM)","DT","6-1","310",2,"0.7889","Wyoming"
181,"Rod Streater","Alfred State College (Alfred, NY)","WR","6-3","185",2,"0.7889","Temple"
182,"Dehendret Collins","Copiah-Lincoln C.C. (Wesson, MS)","CB","5-11","185",2,"0.7874","Ole Miss"
183,"Delmar Taylor","Navarro College (Miami Beach, FL)","DT","6-4","265",2,"0.7854","Miami"
184,"D'Andre Wood","New Mexico Military Institute (Roswell, NM)","CB","6-0","180",2,"0.7778","North Texas"
185,"Ryan McCaul","Northeastern Oklahoma A&M (Miami, OK)","OC","6-5","297",2,"0.7778","Louisiana-Monroe"
186,"Rashad Gayden","College of the Sequoias (Visalia, CA)","ILB","6-2","255",2,"0.7778","San Jose State"
187,"John Rice","East Mississippi C.C. (Scooba, MS)","DT","6-0","275",2,"0.7778","Western Michigan"
188,"Xavier Martin","Grossmont College (El Cajon, CA)","WR","5-11","205",2,"0.7778","Utah State"
189,"T.J. Ballou","East Mississippi C.C. (Scooba, MS)","CB","6-0","200",2,"0.7778","UAB"
190,"Jordan Karriman","Northeastern Oklahoma A&M (Miami, OK)","OT","6-5","305",2,"0.7778","Louisiana-Monroe"
191,"Billy Autrey","East Mississippi C.C. (Scooba, MS)","OG","6-2","290",2,"0.7778","UAB"
192,"Riley Gauld","Allan Hancock College (Santa Maria, CA)","OG","6-5","299",2,"0.7778","San Diego State"
193,"Michael Lombardo","College of the Sequoias (Visalia, CA)","ILB","6-1","230",2,"0.7778","Arkansas State"
194,"Abel Perez","Southwestern College (Chula Vista, CA)","K","6-1","217",2,"0.7778","San Diego State"
195,"Forlando Johnson","Butler C.C. (El Dorado, KS)","ILB","5-11","205",2,"0.7741","North Texas"
196,"Louiszell Alexander","College of the Canyons (Valencia, CA)","OT","6-5","315",2,"0.7700","Syracuse"
197,"Byron Jerideau","Fort Scott C.C. (Fort Scott, KS)","DT","6-0","310",2,"0.7685","South Carolina"
198,"Brad Graham","Navarro College (Corsicana, TX)","OLB","6-0","210",2,"0.7667","North Texas"
199,"Steven Ford","Fort Scott C.C. (Fort Scott, KS)","S","6-0","190",2,"0.7667","North Texas"
200,"Ryan Downing","Butler C.C. (El Dorado, KS)","S","6-1","200",2,"0.7667","North Texas"
201,"Jared Bamber","Palomar College (San Marcos, CA)","TE","6-4","250",2,"0.7667","Middle Tennessee State"
202,"Bernard Smith","Northeast Mississippi C.C. (Booneville, MS)","WDE","6-2","240",2,"0.7667","Louisiana-Lafayette"
203,"Adam Davis","Hutchinson C.C. (Hutchinson, KS)","WDE","6-1","249",2,"0.7667","Kansas State"
204,"Alfonzo Simmons","Butte College (Oroville, CA)","SDE","6-1","265",2,"0.7667","Arkansas State"
205,"Matthew Harvey","Ellsworth C.C. (Iowa Falls, IA)","CB","5-10","160",2,"0.7667","Idaho"
206,"Joe Hill","Fullerton College (Fullerton, CA)","RB","5-11","180",2,"0.7667","Utah State"
207,"Joe Morales","Fullerton College (Fullerton, CA)","ILB","6-0","235",2,"0.7667","Ohio"
208,"Taveon Burke","Antelope Valley College (Lancaster, CA)","WR","6-0","175",2,"0.7667","New Mexico State"
209,"Dakota Warren","Ventura College (Ventura, CA)","K","5-11","185",2,"0.7667","UTEP"
210,"Joey DeMartino","Grossmont College (El Cajon, CA)","APB","5-11","200",2,"0.7667","Utah State"
211,"Tyler Stampler","Ventura College (Ventura, CA)","K","5-10","185",2,"0.7667","New Mexico State"
212,"Jeremy Jermin","Nassau C.C. (Garden City, NY)","WDE","6-3","235",2,"0.7667","FIU"
213,"Octavius Leftwich","El Camino College (Torrance, CA)","CB","6-1","190",2,"0.7667","Ohio"
214,"Albert Gary","Butler C.C. (El Dorado, KS)","WR","5-9","194",2,"0.7667","Iowa State"
215,"Keondric Reynolds","College of the Sequoias (Visalia, CA)","WR","5-10","185",2,"0.7667","Eastern Michigan"
216,"Andrew Moeaki","College of San Mateo (San Mateo, CA)","DT","6-2","290",2,"0.7667","San Jose State"
217,"Willie Faataualofa","San Joaquin Delta College (Stockton, CA)","DT","6-3","292",2,"0.7667","Nevada"
218,"Micklos Blake","Nassau C.C. (Garden City, NY)","CB","5-11","175",2,"0.7667","Akron"
219,"Jeramy Cutler","Cerritos College (Norwalk, CA)","DT","5-10","274",2,"0.7667","Eastern Michigan"
220,"Jasper Grimes","Fort Scott C.C. (Fort Scott, KS)","DT","6-2","310",2,"0.7667","Eastern Michigan"
221,"Ron Tongaonevai","Snow College (Ephraim, UT)","OG","6-3","345",2,"0.7667","Utah"
222,"Omar Leftwich","Fort Scott C.C. (Fort Scott, KS)","CB","6-2","190",2,"0.7667","Ohio"
223,"Joe Unga","Mt. San Antonio College (Walnut, CA)","OT","6-6","305",2,"0.7667","San Diego State"
224,"Gavin Jones","Snow College (Ephraim, UT)","S","6-3","185",2,"0.7667","Utah State"
225,"Demetrius Stone","Coffeyville C.C. (Coffeyville, KS)","CB","5-11","190",2,"0.7667","Northern Illinois"
226,"Charles Wiley","Grossmont College (El Cajon, CA)","OT","-","-",2,"0.7667","Idaho"
227,"Jeremiah Green","College of the Sequoias (Visalia, CA)","TE","6-2","227",2,"0.7667","Nevada"
228,"Darrin Moore","Blinn College (Brenham, TX)","WR","6-4","220",2,"0.7667","Texas Tech"
229,"Willie Williams","Glendale C.c. (Glendale, CA)","CB","6-0","195",2,"0.7667","Eastern Michigan"
230,"Dwayne Frampton","Los Angeles Harbor College (Wilmington, CA)","WR","5-10","185",2,"0.7667","Arkansas State"
231,"Darryl Feemster","Los Angeles Harbor College (Wilmington, CA)","CB","5-11","185",2,"0.7667","Arkansas State"
232,"Patrick McCloskey","Nassau C.C. (Garden City, NY)","OG","6-4","290",2,"0.7667","Akron"
233,"Matt Battaglia","Harper College (Palatine, IL)","OG","6-4","270",2,"0.7667","Northern Illinois"
234,"Casey Weston","Northwest Mississippi C.C. (Senatobia, MS)","PRO","6-2","215",2,"0.7667","Northern Illinois"
235,"Robert Martin","Arizona Western College (Yuma, AZ)","OLB","6-1","230",2,"0.7667","Cincinnati"
236,"Alfred Bowden","Phoenix College (Phoenix, AZ)","CB","6-0","185",2,"0.7667","Utah State"
237,"Kelly O'Brien","Foothill College (Los Altos, CA)","PRO","6-6","200",2,"0.7667","Fresno State"
238,"Diavalo Simpson","East Mississippi C.C. (Scooba, MS)","OT","6-3","275",2,"0.7667","East Carolina"
239,"Dwight Tillman","Lackawanna C.C. (Scranton, PA)","CB","5-11","184",2,"0.7667","Minnesota"
240,"Isiah Barton","Fresno City College (Fresno, CA)","WR","6-1","190",2,"0.7667","Washington State"
241,"Montavious Hill","Mississippi Delta C.C. (Moorhead, MS)","CB","5-9","175",2,"0.7667","Louisiana-Monroe"
242,"Brooks Abel","College of the Siskiyous (Weed, CA)","OT","6-6","310",2,"0.7667","Utah State"
243,"T.J. Knowles","Saddleback College (Mission Viejo, CA)","WR","6-8","240",2,"0.7667","USF"
244,"Chris Lofton","Jones County J.C. (Ellisville, MS)","ATH","6-0","175",2,"0.7667","UAB"
245,"Shamar Gaines","College of the Sequoias (Visalia, CA)","S","6-2","205",2,"0.7667","New Mexico State"
246,"Delmon Robinson","Copiah-Lincoln C.C. (Wesson, MS)","CB","5-11","185",2,"0.7667","Memphis"
247,"Steven Hoffart","Butte College (Oroville, CA)","DT","-","-",2,"0.7667","Washington State"
248,"Kevis Streeter","Iowa Western C.C. (Council Bluffs, IA)","RB","5-8","180",2,"0.7593","Louisiana-Lafayette"
249,"Jamar Brown","Feather River College (Plumas Ntl Forest, CA)","WR","6-2","215",2,"0.7593","Middle Tennessee State"
250,"LaDarrius Madden","Northeast Mississippi C.C. (Booneville, MS)","CB","6-0","200",2,"0.7593","Troy"
251,"Jeremiah Black","West Hills College (Coalinga, CA)","OC","6-1","270",2,"0.7593","Middle Tennessee State"
252,"Christopher Bynes","Coffeyville C.C. (Coffeyville, KS)","WR","6-1","210",2,"0.7593","North Texas"
253,"Demarkus Underwood","Northeast Mississippi C.C. (Booneville, MS)","OT","6-6","315",2,"0.7519","Troy"
254,"Qua Gilchrist","Butler C.C. (Abbeville, SC)","ILB","6-1","230",2,"0.7500","South Carolina"
255,"Patrick Dvoracek","Trinity Valley C.C. (Athens, TX)","OG","6-4","335",2,"0.7444","Louisiana-Monroe"
