"ranking","name","highSchool","position","height","weight","stars","rating","college"
60,"Jahair Jones","ASA College (New York) (Brooklyn, NY)","OT","6-5","310",3,"0.8615","Miami"
61,"Savion Brown","Tyler J.C.  (Shreveport, LA)","S","6-1","185",3,"0.8600","Louisiana-Lafayette"
62,"Quinteze Williams","Hutchinson C.C. (Tyrone, GA)","OT","6-4","270",3,"0.8600","uncommitted"
63,"Andrew Peterson","Kilgore J.C. (Dallas, TX)","OT","6-6","275",3,"0.8600","Southern Miss"
64,"Deniko Carter","Gavilan College (Gilroy, CA)","WR","6-4","185",3,"0.8595","Utah"
65,"Jeryl Brazil","East Mississippi C.C. (Loranger, LA)","CB","5-10","190",3,"0.8591","uncommitted"
66,"Antoine Albert","Diablo Valley College (Pleasant Hill, CA)","S","6-2","198",3,"0.8590","California"
67,"Brandon Snell","Garden City C.C.  (Miami, FL)","WR","6-0","205",3,"0.8585","uncommitted"
68,"Chuks Amaechi","Arizona Western College (Yuma, AZ)","ILB","6-3","220",3,"0.8574","Georgia"
69,"Larry Jefferson","Itawamba C.C. (Atlanta, GA)","WDE","6-5","225",3,"0.8569","West Virginia"
70,"Nehemiah Mitchell","City College of San Francisco (San Francisco, CA)","SDE","6-5","265",3,"0.8565","Vanderbilt"
71,"Kameron Miles","Butler C.C. (Mesquite, TX)","S","6-2","200",3,"0.8561","Boise State"
72,"Anthony Mahoungou","West Hills College (Coalinga, CA)","WR","6-4","200",3,"0.8556","Purdue"
73,"Anthony Hines","College of San Mateo (South San Francisco, CA)","CB","6-2","180",3,"0.8556","Missouri"
74,"Ke'aun Kinner","Navarro College (Little Elm, TX)","RB","5-9","180",3,"0.8554","Kansas"
75,"Ezekiel Turner","Los Angeles Pierce College (Glen Burnie, MD)","S","6-1","200",3,"0.8549","Washington"
76,"Paul Magloire","Arizona Western College (Fort Lauderdale, FL)","S","6-2","215",3,"0.8544","Arizona"
77,"Charlie Rogers","Iowa Western C.C. (Iowa City, IA)","CB","6-1","210",3,"0.8535","Minnesota"
78,"Khalil Hunter","Eastern Arizona College (Thatcher, AZ)","OT","6-4","290",3,"0.8529","Louisville"
79,"Jaypee Philbert","Coffeyville C.C. (Coffeyville, KS)","OT","6-6","305",3,"0.8528","Iowa State"
80,"Josh McNeil","Copiah-Lincoln C.C. (Durham, NC)","TE","6-4","250",3,"0.8528","uncommitted"
81,"Jonah Moi","Riverside C.C. (Redlands, CA)","OLB","6-2","235",3,"0.8517","Oregon"
82,"Shedrick Williams","Butler C.C. (Madison, FL)","CB","6-0","175",3,"0.8517","uncommitted"
83,"Jay'Onn Myles","Los Angeles Pierce College (Woodland Hills, CA)","CB","5-9","175",3,"0.8507","UNLV"
84,"Terry Caldwell","Northwest Mississippi C.C. (Wilmington, NC)","OLB","6-2","215",3,"0.8504","Ole Miss"
85,"Sean Adesanya","Eastern Arizona College (Thatcher, AZ)","WDE","6-4","230",3,"0.8500","Illinois"
86,"Alphonso Carter","Iowa Western C.C. (Upper Marlboro, MD)","WR","6-4","200",3,"0.8496","Louisville"
87,"Treshon Broughton","Riverside C.C. (Tustin, CA)","CB","6-0","170",3,"0.8495","Washington State"
88,"Tim Cook","Eastern Arizona College (White Hall, AR)","FB","6-1","235",3,"0.8494","Oregon State"
89,"Aaron Porter","Cerritos College (La Habra, CA)","ILB","6-1","235",3,"0.8491","Washington State"
90,"Kyle Fulks","Blinn College (Katy, TX)","WR","5-9","170",3,"0.8489","Utah"
91,"Ulric Jones","Butler C.C. (Oxford, AL)","SDE","6-6.5","283",3,"0.8485","South Carolina"
92,"Ben Moa","Grossmont College (San Diego, CA)","WDE","6-4","290",3,"0.8478","Boise State"
93,"Todd Mays","East Mississippi C.C. (Olive Branch, MS)","DUAL","6-0","200",3,"0.8469","Oklahoma State"
94,"Bobby Leath","Coffeyville C.C. (Lake Wales, FL)","DT","6-4","285",3,"0.8463","Iowa State"
95,"Jhaustin Thomas","Trinity Valley C.C. (Decatur, GA)","SDE","6-6","255",3,"0.8459","Iowa State"
96,"Paris Bostick","Santa Monica College (Tampa, FL)","OLB","6-1","218",3,"0.8457","Oregon"
97,"Aulelio Olomua","Mesa C.C. (Mesa, AZ)","SDE","6-5","250",3,"0.8447","Kansas State"
98,"Dane Cruikshank","Citrus College (Glendora, CA)","CB","6-2","190",3,"0.8429","Arizona"
99,"Ernest Hawkins","Hartnell College (Baltimore, MD)","ILB","6-2","225",3,"0.8420","South Carolina"
100,"Kendall Williams","Butte College (Oroville, CA)","RB","6-0","202",3,"0.8417","Iowa State"
101,"Jeremiah Mitchell","Riverside C.C. (Wildomar, CA)","SDE","6-4","260",3,"0.8412","Washington State"
102,"Ricky Parks","Coffeyville C.C. (Hogansville, GA)","SDE","6-4","260",3,"0.8411","Southern Miss"
103,"Nathan Mitogo","College of the Canyons (Valencia, CA)","WDE","6-4","230",3,"0.8400","uncommitted"
104,"Jordan Carrell","American River C.C. (Roseville, CA)","DT","6-3","275",3,"0.8398","Colorado"
105,"Dominic Desouza","City College of San Francisco (San Francisco, CA)","OT","6-7","300",3,"0.8387","Baylor"
106,"Dante Shipman","Glendale C.c. (Glendale, CA)","CB","6-1","180",3,"0.8384","uncommitted"
107,"Matt Kellerman","Butler C.C. (La Cygne, KS)","OG","6-5","285",3,"0.8379","Oklahoma State"
108,"Makail Grace","Garden City C.C.  (Rochelle, GA)","S","6-3","205",3,"0.8378","uncommitted"
109,"Jordan Burton","Kilgore J.C. (Longview, TX)","S","6-2","205",3,"0.8373","Oklahoma State"
110,"Wesley Bailey","Eastern Arizona College (Coffeyville, KS)","CB","6-2","188",3,"0.8367","Utah State"
111,"Kirkland Parker","Blinn College (Humble, TX)","CB","6-0","185",3,"0.8367","Washington State"
112,"Sherrod Ruff","Coffeyville C.C. (Cordele, GA)","S","5-11","220",3,"0.8367","Southern Miss"
113,"Timmy Hamilton","Coffeyville C.C. (Wichita, KS)","SDE","6-4","250",3,"0.8367","Arizona"
114,"Raymond Ford","Riverside C.C. (Gardena, CA)","CB","5-10","160",3,"0.8367","Boise State"
115,"Antonio Kinard","Arizona Western College (Chatham, VA)","OLB","6-3","220",3,"0.8364","Cincinnati"
116,"Khari Vanderbilt","San Jose City College (San Jose, CA)","S","6-2","185",3,"0.8356","California"
117,"Raymond Epps","Arizona Western College (Yuma, AZ)","TE","6-5","235",3,"0.8347","Arizona State"
118,"Drew Bailey","Pearl River C.C. (Atlanta, GA)","SDE","6-4","275",3,"0.8347","Louisville"
119,"Jacquez McMillian","Itawamba C.C. (Aberdeen, MS)","WR","6-4","185",3,"0.8333","uncommitted"
120,"Nick Galatis","Grossmont College (El Cajon, CA)","ILB","6-1","250",3,"0.8333","uncommitted"
121,"Sam Green","Garden City C.C.  (Plant City, FL)","S","6-1","210",3,"0.8333","uncommitted"
122,"Tyler Williams","Hutchinson C.C. (Hutchinson, KS)","CB","6-2","190",3,"0.8333","Central Arkansas"
123,"Tavarius Bender","Iowa Western C.C. (Council Bluffs, IA)","PRO","6-3","215",3,"0.8333","Southeast Missouri State"
124,"Alex Jackson","Santa Monica College (Santa Monica, CA)","WR","5-10","175",3,"0.8333","uncommitted"
125,"Javarus McConner","Los Angeles Pierce College (Woodland Hills, CA)","CB","6-1","180",3,"0.8333","uncommitted"
126,"Mark Ata","Snow College (Ephraim, UT)","DT","6-2","295",3,"0.8333","uncommitted"
127,"Bazie Bates","Trinity Valley C.C. (Allen, TX)","S","6-0","180",3,"0.8332","Kansas"
128,"Daris Workman","Contra Costa College (San Pablo, CA)","OT","6-6","265",3,"0.8332","N.C. State"
129,"Zach Lindsay","Snow College (Kaysville, UT)","OT","6-7","315",3,"0.8322","uncommitted"
130,"Darrell Vanerson","Copiah-Lincoln C.C. (Wesson, MS)","SDE","6-3","270",3,"0.8322","Stephen F. Austin"
131,"Darius Commissiong","Iowa Western C.C. (District Heights, MD)","DT","6-1","270",3,"0.8322","East Carolina"
132,"Justin Sandifer","Hinds C.C. (Raymond, MS)","OT","6-4","313",3,"0.8317","East Carolina"
133,"DeVante Wilson","Riverside C.C. (Corona, CA)","SDE","6-6","260",3,"0.8317","California"
134,"Darnell Thompson","Highland C.C. (Raleigh, NC)","DT","6-5","275",3,"0.8316","Colorado State"
135,"Terrien Steele","Southwest Mississippi C.C. (Reform, AL)","DT","6-4","265",3,"0.8314","uncommitted"
136,"Devante Covington","Georgia Military College (Rockingham, NC)","WDE","6-4","240",3,"0.8306","South Carolina"
137,"Zach Kline","Butte College (Danville, CA)","PRO","6-2","215",3,"0.8300","Indiana State"
138,"Josiah Blandin","Long Beach City College (Long Beach, CA)","WR","6-4","195",3,"0.8298","Fresno State"
139,"Michael Mathis","Kilgore J.C. (Crosby, TX)","CB","6-2","210",3,"0.8278","Kansas"
140,"Brandon Pertile","Mesa C.C. (Clearwater, FL)","OT","6-5","290",3,"0.8275","Oklahoma State"
141,"Jarvis Baxter","Trinity Valley C.C. (Garland, TX)","WR","5-10","175",3,"0.8274","Oklahoma"
142,"Derrick Farrow","East Central C.C. (Cochran, GA)","S","5-11","198",3,"0.8267","Kennesaw State"
143,"Xavier Pegues","Itawamba C.C. (Oxford, MS)","WDE","6-3","285",3,"0.8266","West Virginia"
144,"Kendall Huey","Pima C.C. (Tucson, AZ)","WDE","6-4","240",3,"0.8261","Utah"
145,"James Summers","Hinds C.C. (Greensboro, NC)","DUAL","6-3","205",3,"0.8248","East Carolina"
146,"DeVondre Seymour","Hinds C.C. (Suwanee, GA)","OT","6-6","315",3,"0.8247","Georgia"
147,"Henry Enyenihi","Sacramento City College (Sacramento, CA)","RB","6-0","220",3,"0.8242","Illinois"
148,"Chris French","Saddleback College (San Clemente, CA)","TE","6-4","245",3,"0.8230","Texas State"
149,"Demitrius Cain","East Mississippi C.C. (Hazlehurst, MS)","OLB","6-0","205",3,"0.8222","uncommitted"
150,"Devon Paye","Iowa Western C.C. (Columbia, MD)","RB","5-11","195",3,"0.8217","West Texas A&M"
151,"Anthony Autry","Hutchinson C.C. (Norcross, GA)","WR","6-2","190",3,"0.8215","uncommitted"
152,"Daniel Fitzwater","Copiah-Lincoln C.C. (Shreveport, LA)","PRO","6-5","215",3,"0.8200","Louisiana-Monroe"
153,"Tay Bender","Iowa Western C.C. (Lincoln, NE)","DUAL","6-3","210",3,"0.8200","Southeast Missouri State"
154,"JaBryce Taylor","Navarro College (Lufkin, TX)","WR","6-1","210",3,"0.8200","Texas-San Antonio"
155,"D'Nerius Antoine","Trinity Valley C.C. (New Iberia, LA)","S","6-0","205",3,"0.8176","Southern Miss"
156,"Cole Hikutini","City College of San Francisco (San Francisco, CA)","TE","6-5","240",3,"0.8173","Louisville"
157,"Zireycus Letman","Georgia Military College (Lincolnton, GA)","WR","6-3","195",3,"0.8167","Appalachian State"
158,"Ray Crockett","Navarro College (Southlake, TX)","CB","6-0","170",3,"0.8167","SMU"
159,"Riley Hunsicker","Hutchinson C.C. (Hutchinson, KS)","CB","6-1","193",3,"0.8167","uncommitted"
160,"Nathaniel Robbins","Georgia Military College (Milledgeville, GA)","SDE","6-5","252",3,"0.8159","Colorado"
161,"Tyler Charrette","Laney College (Oakland, CA)","S","6-3","210",3,"0.8159","Memphis"
162,"Qua Boyd","Jones County J.C. (Lafayette, AL)","TE","6-4.5","215",3,"0.8156","uncommitted"
163,"Xavier Grindle","Pearl River C.C. (Columbia, MS)","CB","6-1","185",3,"0.8156","North Texas"
164,"Darius Wright","Hutchinson C.C. (Irmo, SC)","ILB","6-0","230",3,"0.8156","East Carolina"
165,"Matt Morin","Riverside C.C. (Temecula, CA)","TE","6-3","245",3,"0.8156","Arizona"
166,"Jordan Fagan","Grossmont College (El Cajon, CA)","OT","6-6","280",3,"0.8156","Illinois"
167,"Allen Edwards","Dean College (Franklin, MA)","WDE","6-3","247",3,"0.8155","Pittsburgh"
168,"Treston Decoud","Northwest Mississippi C.C. (Senatobia, MS)","CB","6-3","205",3,"0.8152","Oregon State"
169,"Austin Apodaca","Mesa C.C. (Longmont, CO)","PRO","6-3","190",3,"0.8148","New Mexico"
170,"Andrew Davis","Iowa Western C.C. (Marion, IA)","TE","6-6","220",3,"0.8141","Illinois"
171,"Randy Ricks","Arizona Western College (North Las Vegas, NV)","WDE","6-4","235",3,"0.8133","San Diego State"
172,"Dami Ayoola","Arizona Western College (Fort Lauderdale, FL)","RB","5-10","205",3,"0.8131","South Alabama"
173,"Byron Rich","Fort Scott C.C. (Fort Scott, KS)","OC","6-4","310",3,"0.8117","Northern Iowa"
174,"Tyrone Williams","Mississippi Gulf Coast C.C. (Perkinston, MS)","WR","6-2","185",3,"0.8117","South Alabama"
175,"Jamal Lucas","Jones County J.C. (Hoover, AL)","ILB","6-1","230",3,"0.8117","Texas Southern"
176,"Jason Fao","Long Beach City College (Long Beach, CA)","DT","6-1","305",3,"0.8117","UNLV"
177,"Derron Brown","Mesa C.C. (Laveen, AZ)","S","6-2","195",3,"0.8116","California"
178,"Marnez Ogletree","Fullerton College (Fullerton, CA)","CB","5-10","195",3,"0.8115","Kansas"
179,"Carlos Burse","Jones County J.C. (Alpharetta, GA)","WR","6-2","215",3,"0.8111","uncommitted"
180,"Karsten Miller","Northwest Mississippi C.C. (Lexington, NC)","PRO","6-3","210",3,"0.8111","uncommitted"
181,"Tavian Lott","Snow College (Arlington, TN)","CB","6-0","195",3,"0.8111","East Tennessee State"
182,"Toriano Roundtree","Eastern Arizona College (Gainesville, FL)","OT","6-6","295",3,"0.8111","Louisville"
183,"Al'Dreecous Wilson","Jones County J.C. (Ellisville, MS)","CB","6-0","175",3,"0.8111","Jacksonville State"
184,"Alvonte Bell","Pearl River C.C. (Hollywood, FL)","WDE","6-5","260",3,"0.8107","Kentucky"
185,"Earnest Robinson","East Mississippi C.C. (Pinson, AL)","WR","6-1","192",3,"0.8100","uncommitted"
186,"Antwan Hadley","Butler C.C. (Lake Wales, FL)","CB","6-3","205",3,"0.8100","Oklahoma State"
187,"Deshadrick Truly","East Mississippi C.C. (Scooba, MS)","S","6-0","190",3,"0.8100","Southern Miss"
188,"Curtis Williams","ASA College (New York) (Hialeah, FL)","OT","6-5","300",3,"0.8100","South Alabama"
189,"Ted Taylor","Dodge City C.C. (Dodge City, KS)","OLB","6-0","200",3,"0.8100","Syracuse"
190,"Chris Lewis","Riverside C.C. (Riverside, CA)","DT","6-6","275",3,"0.8083","New Mexico"
191,"Jarnor Jones","Georgia Military College (Lithonia, GA)","CB","6-3","210",3,"0.8083","Iowa State"
192,"Mike Edwards","Iowa Western C.C. (Sun Prairie, WI)","DT","6-1","295",3,"0.8082","Memphis"
193,"Desmond Owino","Navarro College (Raleigh, NC)","SDE","6-4","255",3,"0.8074","uncommitted"
194,"Loni Fa","Mt. San Antonio College (Walnut, CA)","DT","6-4","275",3,"0.8059","San Jose State"
195,"Arthur Maulet","Copiah-Lincoln C.C. (Wesson, MS)","CB","5-11","190",3,"0.8059","Memphis"
196,"Alan Wright","Blinn College (San Antonio, TX)","S","6-1","190",3,"0.8059","Fresno State"
197,"Eric Takenaka","Snow College (Salt Lake City, UT)","S","5-10","205",3,"0.8056","Brigham Young"
198,"Julian Allen","Lackawanna C.C. (Scranton, PA)","TE","6-4","235",3,"0.8056","Southern Miss"
199,"Josh Allen","Reedley College (Reedley, CA)","DUAL","6-5","210",3,"0.8056","Wyoming"
200,"DaMarcus Smith","Butler C.C. (Louisville, KY)","PRO","6-1","210",3,"0.8033","North Texas"
201,"Kenny Potter","Long Beach City College (Long Beach, CA)","DUAL","6-3","210",3,"0.8033","San Jose State"
202,"Aaron Baltazar","Southwestern College (Chula Vista, CA)","RB","5-10","220",3,"0.8033","Colorado"
203,"James Gray","Fort Scott C.C. (Atlanta, GA)","S","6-0","200",3,"0.8033","North Texas"
204,"Will Smith","Butler C.C. (Shawnee, KS)","OG","6-4","327",3,"0.8033","Kansas"
205,"DeJaun Butler","Santa Monica College (Santa Monica, CA)","CB","6-0","190",3,"0.8033","Hawaii"
206,"Ray Rudolph","Kilgore J.C. (Kilgore, TX)","DT","6-1","285",3,"0.8019","uncommitted"
207,"Trey Dunkelberger","Los Angeles Pierce College (Reading, PA)","TE","6-3","240",3,"0.8013","Syracuse"
208,"Paul Banks","Navarro College (Houston, TX)","CB","6-1","175",3,"0.8007","Texas Tech"
209,"Monte Taylor","ASA College (New York) (Upper Marlboro, MD)","WDE","6-4","245",3,"0.8006","UCF"
210,"Brandon Hines","Trinity Valley C.C. (Dallas, TX)","S","6-1","195",3,"0.8000","uncommitted"
211,"Paul Harris","Ventura College (Ventura, CA)","APB","5-10","190",3,"0.8000","Hawaii"
212,"Shaquille Powell","Georgia Military College (Milledgeville, GA)","OG","6-3","311",3,"0.8000","Alabama State"
213,"Devonta Foster","Coffeyville C.C. (Coffeyville, KS)","S","6-2","195",3,"0.8000","Southern Miss"
214,"Delane Hart-Johnson","Los Angeles Valley College (Philadelphia, PA)","WR","6-4","215",3,"0.8000","New Mexico"
215,"Terrell Battle","Riverside C.C. (Riverside, CA)","OT","6-6","320",3,"0.8000","uncommitted"
216,"Leo Fuimaono","Los Angeles Harbor College (Wilmington, CA)","SDE","6-3","270",3,"0.8000","Oklahoma State"
217,"Peter Bailey","Hinds C.C. (Kissimmee, FL)","SDE","6-4","260",3,"0.7995","Middle Tennessee State"
218,"Afolabi Laguda","Butler C.C. (El Dorado, KS)","S","6-3","203",3,"0.7969","Colorado"
219,"Kiola Mahoni","College of San Mateo (San Mateo, CA)","OG","6-3","305",2,"0.7967","Louisville"
220,"Dominique Young","Cerritos College (Norwalk, CA)","WR","6-4","200",2,"0.7967","Purdue"
221,"Patrick Belony","Antelope Valley College (North Miami Beach, FL)","DT","6-2","295",2,"0.7967","Fresno State"
222,"Jaren Colston-Green","Arizona Western College (Tallahassee, FL)","WR","6-2","180",2,"0.7959","Utah State"
223,"Patrick Scoggins","Long Beach City College (Long Beach, CA)","OG","6-1","295",2,"0.7957","Iowa State"
224,"Jayson Rhodes","Blinn College (Deer Park, TX)","OG","6-3.5","290",2,"0.7956","Kansas"
225,"Zavian Bingham","Mississippi Gulf Coast C.C. (Perkinston, MS)","CB","5-10","180",2,"0.7956","Jackson State"
226,"Allen Sentimore","East Mississippi C.C. (Laurel, MS)","S","6-0","180",2,"0.7956","Arkansas State"
227,"Derrick Dixon","Lackawanna C.C. (Scranton, PA)","SDE","6-5","240",2,"0.7956","Southern Miss"
228,"Jacky Dezir","College of DuPage (Chicago, IL)","DT","6-2","295",2,"0.7945","Kansas"
229,"Tavita Faaiu","City College of San Francisco (San Francisco, CA)","WDE","6-4","245",2,"0.7933","Wyoming"
230,"Caleb Potter","Orange Coast College (Arlington, TX)","ILB","6-1","230",2,"0.7933","uncommitted"
231,"Taylor Marini","Copiah-Lincoln C.C. (Lake Mary, FL)","TE","6-4","237",2,"0.7933","Southern Miss"
232,"Deshon Mayes","Glendale C.C. (Glendale, AZ)","OLB","6-2","215",2,"0.7933","Colorado State"
233,"Isaiah Johnson","City College of San Francisco (Oakland, CA)","ILB","6-2","220",2,"0.7923","Rutgers"
234,"Jacob Fleming","Copiah-Lincoln C.C. (Wesson, MS)","OT","6-5","300",2,"0.7919","Southern Miss"
235,"Jake Swalley","Highland Community College (Overland Park, KS)","DT","6-2","283",2,"0.7919","Arkansas State"
236,"Thaddeus Philyaw","De Anza College (Cupertino, CA)","CB","6-1","190",2,"0.7917","Jacksonville State"
237,"Quinton Lane","Itawamba C.C. (Ackerman, MS)","CB","6-2","185",2,"0.7911","South Alabama"
238,"Addison Morrow","Arizona Western College (San Diego, CA)","WR","6-0","180",2,"0.7906","uncommitted"
239,"Ewing Simmons","American River C.C. (Stockton, CA)","SDE","6-4","260",2,"0.7900","New Mexico"
240,"Melvin Davis","Santa Monica College (Santa Monica, CA)","RB","6-2","230",2,"0.7900","Hawaii"
241,"Russell Willams Jr.","Sacramento City College (Sacramento, CA)","OLB","6-1","221",2,"0.7900","Hawaii"
242,"Sidney Hammond","Dodge City C.C. (Kennesaw, GA)","WDE","6-2","255",2,"0.7900","Western Kentucky"
243,"Egidio DellaRipa","College of the Canyons (Valencia, CA)","OG","6-4","290",2,"0.7900","Vanderbilt"
244,"Taz Bateman","Long Beach City College (Gardena, CA)","APB","5-8","185",2,"0.7900","Georgia State"
245,"Matthew Norman","Fullerton College (Fullerton, CA)","OT","6-7","265",2,"0.7900","Hawaii"
246,"Ryan Pope","Long Beach City College (Long Beach, CA)","OT","6-7","315",2,"0.7900","San Diego State"
247,"Andrew Erbes","Mesa C.C. (Mesa, AZ)","OG","6-3","297",2,"0.7900","Idaho"
248,"Dontavious Heard","Phoenix College (Mableton, GA)","CB","6-1","185",2,"0.7900","Middle Tennessee State"
249,"Devontre'a Tyler","Iowa Central C.C. (Arcadia, FL)","ILB","6-2","238",2,"0.7900","Marshall"
250,"Zach Heath","American River C.C. (Loomis, CA)","OC","6-4","285",2,"0.7898","Illinois"
251,"Dominique Harris","Butte College (Oroville, CA)","OT","6-4","285",2,"0.7894","Grand Valley State"
252,"Evan Faunce","Glendale C.C. (Indianapolis, IN)","TE","6-4","245",2,"0.7894","Nevada"
