"ranking","name","highSchool","position","height","weight","stars","rating","college"
89,"Tyre Phillips","East Mississippi C.C. (Scooba, MS)","OG","6-6","335",3,"0.8492","Mississippi State"
90,"Yasir Durant","Arizona Western College (Philadelphia, PA)","OG","6-6","330",3,"0.8489","Missouri"
91,"Quondarius Qualls","Northwest Mississippi C.C. (Farmerville, LA)","OLB","6-2","220",3,"0.8480","West Virginia"
92,"Willie McCaleb","Northwest Mississippi C.C. (Grenada, MS)","WDE","6-2","255",3,"0.8472","Kansas"
93,"Preston Hendry","Orange Coast College (Rancho Santa Margarita, CA)","SDE","6-5","240",3,"0.8470","Washington State"
94,"Isaiah Johnson","Northeastern Oklahoma A&M (Warner Robins, GA)","DT","6-5","300",3,"0.8470","uncommitted"
95,"Arlington Hambright","Garden City C.C.  (Ypsilanti, MI)","OT","6-5","300",3,"0.8465","Oklahoma State"
96,"Jordan Ta'amu","New Mexico Military Institute (Pearl City, HI)","DUAL","6-3","200",3,"0.8464","Ole Miss"
97,"Wiley Lester","Northeastern Oklahoma A&M (Oklahoma City, OK)","DT","6-5","285",3,"0.8463","uncommitted"
98,"Kamonte Carter","East Mississippi C.C. (Gaithersburg, MD)","DT","6-4","305",3,"0.8463","Pittsburgh"
99,"Easop Winston","City College of San Francisco (San Francisco, CA)","WR","6-0","180",3,"0.8458","Washington State"
100,"Alex Woods","Lackawanna C.C. (Durham, NC)","CB","6-2","180",3,"0.8454","Maryland"
101,"Dominique Maiden","Riverside C.C. (Temecula, CA)","WR","6-5","190",3,"0.8454","West Virginia"
102,"Larrell Murchison","Louisburg College (Elizabethtown, NC)","SDE","6-4","290",3,"0.8454","N.C. State"
103,"Tyree Owens","Copiah-Lincoln C.C. (Oviedo, FL)","SDE","6-5","275",3,"0.8445","East Carolina"
104,"Jaquarius Landrews","Copiah-Lincoln C.C. (Mccomb, MS)","S","6-2","210",3,"0.8445","Mississippi State"
105,"Rashad Brandon","ASA College (New York) (Jersey City, NJ)","DT","6-2","315",3,"0.8445","Missouri"
106,"Michael Johnson","Mt. San Antonio College (Hialeah, FL)","S","6-2","185",3,"0.8433","Arkansas State"
107,"Jay Johnson","East Mississippi C.C. (Bruce, MS)","WDE","6-4","210",3,"0.8430","uncommitted"
108,"JJ Holmes","Hutchinson C.C. (Chipley, FL)","DT","6-2","310",3,"0.8425","Kansas"
109,"Nick Underwood","Riverside C.C. (Lake Oswego, OR)","ILB","6-2","230",3,"0.8423","Maryland"
110,"Vaughnte Dorsey","Mississippi Gulf Coast C.C. (Cleveland, MS)","S","5-11","205",3,"0.8420","Texas Tech"
111,"Hakeem Bailey","Iowa Western C.C. (Mableton, GA)","S","6-0","180",3,"0.8419","West Virginia"
112,"DeAndre McNeal","Fullerton College (Mesquite, TX)","WR","6-1","236",3,"0.8417","Florida Atlantic"
113,"Joey Palmer","Butler C.C. (Thornville, OH)","OT","6-5","305",3,"0.8414","Florida Atlantic"
114,"Isaac Zico","Georgia Military College (Villa Rica, GA)","WR","6-1","195",3,"0.8414","Purdue"
115,"Isaiah Hardy","Lackawanna C.C. (Sicklerville, NJ)","OT","6-7","335",3,"0.8407","West Virginia"
116,"Matthew Eaton","Pearl River C.C. (Pascagoula, MS)","WR","6-4","205",3,"0.8405","Iowa State"
117,"Jalen Harvey","Northwest Mississippi C.C. (Pinson, AL)","DT","6-2","315",3,"0.8398","West Virginia"
118,"Fua Leilua","Snow College (Spanish Fork, UT)","DT","6-2","300",3,"0.8398","Oklahoma State"
119,"Peyton Bender","Itawamba C.C. (Fort Lauderdale, FL)","PRO","6-0","187",3,"0.8395","Kansas"
120,"McLane Carter","Tyler J.C.  (Gilmer, TX)","PRO","6-3","220",3,"0.8395","Texas Tech"
121,"Tony Jones","Butler C.C. (Longwood, FL)","OLB","6-2","220",3,"0.8367","Texas Tech"
122,"Kain Daub","ASA College (New York) (Jacksonville, FL)","ILB","6-4","243",3,"0.8363","uncommitted"
123,"AJ Bush","Iowa Western C.C. (Alpharetta, GA)","DUAL","6-4","225",3,"0.8359","Virginia Tech"
124,"Cameron Myers","Eastern Arizona College (Hattiesburg, MS)","ATH","6-2","185",3,"0.8356","uncommitted"
125,"Tito Windham","Northwest Mississippi C.C. (Gulfport, MS)","CB","5-9","170",3,"0.8356","Memphis"
126,"Anthony Rush","Northeast Mississippi C.C. (Cary, NC)","DT","6-5","335",3,"0.8356","UAB"
127,"Shamar Hamilton","ASA College (Miami) (North Miami Beach, FL)","SDE","6-5","235",3,"0.8354","Colorado"
128,"Josh Knipfel","Iowa Western C.C. (Hampton, IA)","OT","6-6","315",3,"0.8333","Iowa State"
129,"Keli'i Montibon","Riverside C.C. (Honolulu, HI)","OG","6-4","285",3,"0.8333","Oregon State"
130,"Coleman Key","Coffeyville C.C. (Broken Arrow, OK)","PRO","6-4","220",3,"0.8333","uncommitted"
131,"Maurice Burton","Scottsdale C.C. (Scottsdale, AZ)","SDE","6-0","240",3,"0.8333","uncommitted"
132,"Tyreik Gray","Kilgore J.C. (Houston, TX)","RB","-","-",3,"0.8333","uncommitted"
133,"John Hightower","Hinds C.C. (Raymond, MS)","WR","6-3","175",3,"0.8333","uncommitted"
134,"Trevaughn Rodriguez","Arizona Western College (Yuma, AZ)","RB","5-11","200",3,"0.8333","Marshall"
135,"Tyree Range","Riverside C.C. (San Diego, CA)","RB","6-1","230",3,"0.8330","uncommitted"
136,"Kerr Johnson","Santa Rosa J.C. (Santa Rosa, CA)","WR","5-11","180",3,"0.8323","Kansas"
137,"Datrin Guyton","Copiah-Lincoln C.C. (Manor, TX)","WR","6-4","190",3,"0.8322","Bowling Green"
138,"Donyae Moody","Hartnell College (Baltimore, MD)","OLB","6-2","220",3,"0.8322","Marshall"
139,"Aaron Short","Sierra College (Rocklin, CA)","WR","6-1","200",3,"0.8314","Oregon State"
140,"JJ Dallas","Blinn College (Corpus Christi, TX)","CB","6-0","200",3,"0.8313","Louisiana-Monroe"
141,"Brooks Shannon","East Mississippi C.C. (Scooba, MS)","WR","6-1","185",3,"0.8300","West Georgia"
142,"Derrick Vickers","Bakersfield College (Bakersfield, CA)","WR","5-11","195",3,"0.8300","Utah"
143,"Michael Epley","Tyler J.C.  (Leander, TX)","WDE","6-3","255",3,"0.8300","TCU"
144,"Benjamin Knox","Independence C.C. (Deland, FL)","OT","6-6","285",3,"0.8292","Colorado State"
145,"Ernest Bagner","Riverside C.C. (Riverside, CA)","WDE","6-5","235",3,"0.8289","Florida Atlantic"
146,"Tim Bonner","East Mississippi C.C. (Demopolis, AL)","WDE","6-4","220",3,"0.8288","Florida Atlantic"
147,"Matthew Tanner","Eastern Arizona College (Jacksonville, FL)","OG","6-7","345",3,"0.8282","Bowling Green"
148,"Eldridge Thompson","Coffeyville C.C. (Memphis, TN)","OLB","6-1","191",3,"0.8272","South Carolina"
149,"Xavier Davis","Pima C.C. (Mesa, AZ)","WDE","6-6","235",3,"0.8268","Kansas State"
150,"Michael Young","Dodge City C.C. (Kansas City, MO)","S","5-11","205",3,"0.8267","Boise State"
151,"Royal Silver","Iowa Western C.C. (Council Bluffs, IA)","DT","6-4","290",3,"0.8267","Minnesota"
152,"Vosean Crumbie","Ventura College (Tallahassee, FL)","CB","6-2","195",3,"0.8263","Nevada"
153,"Darreon Jackson","Coffeyville C.C. (Derby, KS)","S","6-0","200",3,"0.8260","Arkansas State"
154,"Jonathan Nance","Mississippi Gulf Coast C.C. (Gulfport, MS)","WR","6-2","180",3,"0.8259","Arkansas"
155,"Shakial Taylor","Mesa C.C. (Mesa, AZ)","CB","6-1","188",3,"0.8259","Kansas"
156,"Anthony Luke","American River C.C. (Roseville, CA)","SDE","6-4","247",3,"0.8248","San Diego State"
157,"Brandon Berry","Highland C.C. (Griffin, GA)","WDE","6-4","230",3,"0.8248","Syracuse"
158,"Saige Young","Dodge City C.C. (Versailles, KY)","OG","6-4","320",3,"0.8248","Vanderbilt"
159,"Jimmie Terry","Tyler J.C.  (Madison, MS)","OG","6-4","330",3,"0.8242","Southern Miss"
160,"Desmond Nisby","Diablo Valley College (Vallejo, CA)","RB","6-2","240",3,"0.8224","Texas Tech"
161,"Marcus Green","Northeastern Oklahoma A&M (Cedar Hill, TX)","CB","6-1","181",3,"0.8222","Memphis"
162,"Deante Fortenberry","City College of San Francisco (Pittsburg, CA)","CB","5-11","185",3,"0.8222","Utah State"
163,"Jamari Chisholm","Northeastern Oklahoma A&M (Valdosta, GA)","DT","6-5","280",3,"0.8221","Texas"
164,"Kevin George","Georgia Military College (Milledgeville, GA)","CB","6-3","175",3,"0.8221","Colorado"
165,"D'Anthony Hopkins","Blinn College (Cuero, TX)","RB","6-2","220",3,"0.8217","uncommitted"
166,"David Isreal","Butler C.C. (Blythewood, SC)","DUAL","6-3","175",3,"0.8217","West Virginia"
167,"Sean Harper","Holmes C.C. (Hartwell, GA)","CB","6-1","170",3,"0.8210","Washington State"
168,"Ryan Guthrie","Ellsworth C.C. (Cumming, GA)","OLB","6-2","215",3,"0.8210","Syracuse"
169,"Melvin Johnson","Riverside C.C. (North Las Vegas, NV)","DT","6-5","285",3,"0.8210","Arkansas"
170,"Tra Barrett","Georgia Military College (Milledgeville, GA)","S","6-3","190",3,"0.8206","uncommitted"
171,"Fontez Davis","Butler C.C. (El Dorado, KS)","CB","5-11","175",3,"0.8200","West Virginia"
172,"Kadeem Goulbourne","Iowa Western C.C. (Fort Lauderdale, FL)","WR","6-4","208",3,"0.8200","Austin Peay"
173,"Jason Linden","Arizona Western College (Bisbee, AZ)","OT","6-7","320",3,"0.8189","uncommitted"
174,"Alex Funches","Trinity Valley C.C. (Denton, TX)","WDE","6-2","225",3,"0.8188","California"
175,"Mike McGinnis","ASA College (New York) (Allentown, NJ)","ILB","6-2","235",3,"0.8182","Indiana"
176,"Ezra Tu'ua","Los Angeles Harbor College (Anchorage, AK)","DT","6-2","315",3,"0.8170","TCU"
177,"Darreyl Patterson","Northeastern Oklahoma A&M (Lawton, OK)","CB","6-1","185",3,"0.8167","uncommitted"
178,"Jay Jay Smith","Mississippi Gulf Coast C.C. (Gulfport, MS)","S","6-0","195",3,"0.8156","Texas-San Antonio"
179,"Nick Johns","Northeastern Oklahoma A&M (Washington, DC)","PRO","6-4","220",3,"0.8156","Akron"
180,"Reggie Howard","Fort Scott C.C. (Cincinnati, OH)","DT","6-4","275",3,"0.8156","Toledo"
181,"Ethan Smart","Northeast Mississippi C.C. (Booneville, MS)","OT","6-6","290",3,"0.8150","Purdue"
182,"Jorge Reyna","West Los Angeles College (Downey, CA)","DUAL","6-1","185",3,"0.8148","Fresno State"
183,"Neil McLaurin","Southwest Mississippi C.C. (Summit, MS)","DUAL","6-3","200",3,"0.8142","Minnesota"
184,"Christian Howard","Independence C.C. (Indianapolis, IN)","DT","6-3","275",3,"0.8141","Colorado State"
185,"Da'Quan Patton","Trinity Valley C.C. (Cedar Park, TX)","OLB","6-2","210",3,"0.8132","Kansas State"
186,"Chris Mulumba","Diablo Valley College (Pleasant Hill, CA)","SDE","6-4","270",3,"0.8131","Colorado"
187,"Ben Davis","American River C.C. (Elk Grove, CA)","OG","6-4","275",3,"0.8128","Minnesota"
188,"Enoch Smith Jr.","Butler C.C. (Chicago, IL)","DT","6-2","293",3,"0.8117","Oklahoma State"
189,"Maurice Gordon","Navarro College (Corsicana, TX)","RB","5-11","200",3,"0.8117","Middle Tennessee State"
190,"Clay Cordasco","Los Angeles Valley College (Cornish, ME)","OT","6-6","310",3,"0.8113","Oregon State"
191,"Tobias Moss","Iowa Western C.C. (Fort Lauderdale, FL)","CB","5-11","173",3,"0.8111","South Alabama"
192,"Joel Whitford","Santa Barbara City College (Santa Barbara, CA)","P","6-4","215",3,"0.8101","Washington"
193,"Jacquez Horsley","East Mississippi C.C. (Starkville, MS)","RB","5-11","210",3,"0.8100","uncommitted"
194,"DJ Montgomery","Holmes C.C. (Goodman, MS)","WR","6-1","208",3,"0.8100","Austin Peay"
195,"Carson Lydon","Los Angeles Valley College (Tarpon Springs, FL)","OLB","6-2","243",3,"0.8100","Florida Atlantic"
196,"Alex Bush","Cerritos College (La Habra, CA)","ILB","6-2","230",3,"0.8094","TCU"
197,"Shaquille Jones","Iowa Western C.C. (Palm Bay, FL)","CB","6-2","175",3,"0.8093","Eastern Michigan"
198,"Sione Finefeuiaki","College of San Mateo (Santa Clara, CA)","FB","6-0","245",3,"0.8088","Oklahoma State"
199,"Ezekiel Rose","East Mississippi C.C. (Scooba, MS)","WDE","6-3","230",3,"0.8085","West Virginia"
200,"Tyler Bjorklund","College of the Canyons (Valencia, CA)","OT","6-5","280",3,"0.8082","Colorado State"
201,"Matthew Boateng","Arizona Western College (Bradenton, FL)","CB","6-0","180",3,"0.8081","Fresno State"
202,"Jovon Burriss Jr","Fullerton College (Germantown, MD)","S","6-2","185",3,"0.8081","Florida Atlantic"
203,"Jacob Hines","Long Beach City College (Long Beach, CA)","OG","6-4","325",3,"0.8076","Texas Tech"
204,"Krysten Hammon","ASA College (New York) (Dickinson, TX)","RB","5-9","193",3,"0.8067","uncommitted"
205,"Ramon Patton","Jones County J.C. (Ellisville, MS)","S","6-1","210",3,"0.8067","West Georgia"
206,"Antonio Cole","Highland C.C. (Miami, OK)","CB","6-1","180",3,"0.8066","Kansas"
207,"Rathen Ricedorff","Mesa C.C. (Show Low, AZ)","DUAL","6-1","200",3,"0.8042","Boise State"
208,"Kai Higgins","Chaffey College (La Puente, CA)","WDE","6-4","235",3,"0.8038","Purdue"
209,"Keyshaun Simmons","Pearl River C.C. (Ridgeland, MS)","SDE","6-2","270",3,"0.8035","Kansas"
210,"David Pindell","Lackawanna C.C. (Columbia, MD)","PRO","6-1","185",3,"0.8017","Connecticut"
211,"Joshua Rowland","Mississippi Gulf Coast C.C. (Madison, MS)","K","5-10","185",3,"0.8016","Texas"
212,"Joquarius Savage","Northeast Mississippi C.C. (Monroe, LA)","OT","6-6","330",3,"0.8007","Louisiana-Monroe"
213,"Rosheem Collins","East Central C.C. (Waycross, GA)","DT","6-1","300",3,"0.8007","Middle Tennessee State"
214,"Cole Brownholtz","Sierra College (Carmichael, CA)","PRO","6-2","185",3,"0.8006","Hawaii"
215,"Wesley Bush","Northwest Mississippi C.C. (Macon, MS)","S","6-2","185",3,"0.8006","Middle Tennessee State"
216,"Kereon Merrell","Dodge City C.C. (Vienna, GA)","CB","5-11","175",3,"0.8006","Marshall"
217,"Devlin Isadore","Navarro College (Houston, TX)","PRO","6-4","205",3,"0.8000","uncommitted"
218,"Willie Hobdy","Coffeyville C.C. (Garland, TX)","CB","6-2","184",3,"0.8000","New Mexico"
219,"Robert Castaneda","Ellsworth C.C. (Round Rock, TX)","OG","6-4","301",3,"0.8000","Utah State"
220,"Jacoby Herring","Riverside C.C. (Moreno Valley, CA)","WR","6-5","180",3,"0.8000","Massachusetts"
221,"Tyler Hayes","Tyler J.C.  (Euless, TX)","S","6-0","205",3,"0.8000","Massachusetts"
222,"Terry Wright","Coffeyville C.C. (Coffeyville, KS)","WR","6-0","170",3,"0.8000","Purdue"
223,"Antonio Howard","Independence C.C. (Miami, FL)","CB","5-10","186",3,"0.8000","Texas A&M"
224,"Raymond Ellis","City College of San Francisco (San Francisco, CA)","DT","6-4","295",3,"0.8000","Purdue"
225,"Jonathan Haden","Prince George's C.C. (Washington, DC)","RB","5-8","190",3,"0.8000","UAB"
226,"Trevor Terry","Jones County J.C. (Ellisville, MS)","WR","6-1","185",3,"0.7993","Southern Miss"
227,"Zach Troughton","Butte College (Oroville, CA)","OT","6-6","310",3,"0.7993","Boise State"
228,"Dreko Statham","Dodge City C.C. (Athens, GA)","S","6-1","190",3,"0.7983","West Georgia"
229,"Logan Javernick","Ventura College (Canon City, CO)","TE","6-7","245",3,"0.7982","Fresno State"
230,"Brandon Henderson","Georgia Military College (Greenwood, SC)","WDE","6-5","270",3,"0.7980","East Carolina"
231,"Josh Dunlop","Dodge City C.C. (Zionsville, IN)","OT","6-7","305",2,"0.7967","Texas-San Antonio"
232,"Marcus Holton Jr.","Georgia Military College (Tallahassee, FL)","CB","6-1","170",2,"0.7967","East Carolina"
233,"Cannon Gibbs","Jones County J.C. (Brandon, MS)","ILB","6-2","225",2,"0.7967","East Carolina"
234,"Marshall Levins","Fullerton College (Mansfield, OH)","OT","6-6","305",2,"0.7967","Nevada"
235,"Artis Johnson","Reedley College (Reedley, CA)","OLB","6-1","210",2,"0.7967","Marshall"
236,"Jalin Burrell","Moorpark College (Moorpark, CA)","CB","6-2","195",2,"0.7959","New Mexico"
237,"Damion Willis","East Mississippi C.C. (Meridian, MS)","WR","6-3","180",2,"0.7959","Troy"
238,"Junior Pierre","Blinn College (West Palm Beach, FL)","OT","6-4","315",2,"0.7956","uncommitted"
239,"Michael Sam","Trinity Valley C.C. (New Iberia, LA)","CB","6-1","195",2,"0.7956","Louisiana Tech"
240,"Hanner Shipley","Blinn College (Marble Falls, TX)","OT","6-5","300",2,"0.7945","Louisiana Tech"
241,"Dru Brown","College of San Mateo (Los Gatos, CA)","PRO","6-0","200",2,"0.7933","Hawaii"
242,"Delmond Landry","Southwest Mississippi C.C. (Donaldsonville, LA)","SDE","6-4","285",2,"0.7933","Southern Miss"
243,"Earl Chambers","Merced College (Montgomery, AL)","S","6-2","195",2,"0.7933","Fresno State"
244,"Christian Williams","Fullerton College (Villa Park, CA)","TE","6-4","230",2,"0.7926","TCU"
245,"Marvis Brown","Tyler J.C.  (Orange, TX)","OG","6-3","325",2,"0.7911","Arkansas State"
246,"Jordan Flack","Moorpark College (Newbury Park, CA)","OLB","6-4","220",2,"0.7907","New Mexico"
247,"Devin Webster","Arizona Western College (Yuma, AZ)","DT","6-2","300",2,"0.7906","Northern Illinois"
248,"Pesa Tupa","College of San Mateo (Belmont, CA)","OT","6-5","330",2,"0.7900","Texas State"
249,"Kenney Wooten","Itawamba C.C. (Meridian, MS)","OLB","6-1","235",2,"0.7900","Murray State"
250,"Jeff Gibson","Arizona Western College (Hope Mills, NC)","S","6-4","192",2,"0.7900","Arkansas State"
