"ranking","name","highSchool","position","height","weight","stars","rating","college"
56,"Amon Gordon","Mira Mesa (San Diego, CA)","OLB","6-3","270",4,"0.9781","Stanford"
57,"Steve Lee","Evangel Christian Academy (Shreveport, LA)","DT","6-4","308",4,"0.9777","Texas"
58,"Reggie Vickers","Glades Central (Belle Glade, FL)","WR","6-0","175",4,"0.9775","Florida"
59,"Lawrence Richardson","Ball (Galveston, TX)","CB","5-10","170",4,"0.9773","Arkansas"
60,"Greg Pauly","South (Waukesha, WI)","DT","6-6","275",4,"0.9771","Notre Dame"
61,"Tim Johnson","Delbarton School (Morristown, NJ)","ILB","6-4","230",4,"0.9769","Penn State"
62,"Terrell Suggs","Hamilton (Chandler, AZ)","ATH","6-4","240",4,"0.9765","Arizona State"
63,"Chris Boggas","Irving (Irving, TX)","OT","6-5","310",4,"0.9763","Kansas State"
64,"Chad Mascoe","Osceola (Summit, MS)","ILB","6-3","225",4,"0.9761","Florida State"
65,"Carlos Joseph","Edison (Miami, FL)","OT","6-6","303",4,"0.9759","Miami"
66,"Adrian Mayes","Forest Brook (Houston, TX)","S","6-2","200",4,"0.9759","LSU"
67,"Tab Perry","Milpitas (Milpitas, CA)","WR","6-3","218",4,"0.9759","UCLA"
68,"Alex Holmes","Harvard Westlake (Studio City, CA)","TE","6-2","295",4,"0.9751","USC"
69,"Dan Dicks","Bellevue (Bellevue, WA)","OG","6-5","280",4,"0.9747","Washington"
70,"Carl Walker","Andrew Jackson (Jacksonville, FL)","S","6-3","190",4,"0.9747","Miami"
71,"Jason Richenberger","Liberty (Liberty, MO)","ILB","6-1","200",4,"0.9747","Nebraska"
72,"Jermelle Lewis","Bloomfield (Bloomfield, CT)","RB","6-1","215",4,"0.9745","Iowa"
73,"Vontez Duff","Copperas Cove (Copperas Cove, TX)","RB","6-1","175",4,"0.9743","Notre Dame"
74,"Adam Black","Cy Falls (Houston, TX)","CB","6-0","175",4,"0.9741","Texas A&M"
75,"Craig Ochs","Fairview (Boulder, CO)","PRO","6-2","205",4,"0.9739","Colorado"
76,"Carlyle Holiday","Roosevelt (San Antonio, TX)","WR","6-3","185",4,"0.9739","Notre Dame"
77,"Michael Boulware","Spring Valley (Columbia, SC)","OLB","6-3","200",4,"0.9737","Florida State"
78,"Justin Hinds","Piscataway Twp (Piscataway, NJ)","SDE","6-4","265",4,"0.9733","Boston College"
79,"Tyrell Dortch","Hoboken (Hoboken, NJ)","RB","6-0","195",4,"0.9725","Michigan State"
80,"Karlton Neal","Morgan Park (Chicago, IL)","WDE","6-5","235",4,"0.9723","Tennessee"
81,"Sean Poole","Central Commencement Academy (Flint, MI)","OT","6-7","285",4,"0.9719","Michigan State"
82,"Rashad Baker","Woodrow Wilson (Camden, NJ)","S","6-0","185",4,"0.9717","Tennessee"
83,"Will Smith","Thomas R Proctor (Utica, NY)","WDE","6-4","230",4,"0.9715","Ohio State"
84,"Keith Kelly","Colleton County (Walterboro, SC)","RB","6-0","205",4,"0.9715","Clemson"
85,"Tony Johnson","State College Area (State College, PA)","RB","6-1","205",4,"0.9709","Penn State"
86,"Zac Wasserman","Westlake (Thousand Oaks, CA)","PRO","6-4","203",4,"0.9707","Penn State"
87,"Darius Jones","Memorial (Beloit, WI)","ILB","6-4","250",4,"0.9703","Wisconsin"
88,"Brooks Daniels","Hamilton County (Jasper, FL)","OLB","6-3","200",4,"0.9699","Alabama"
89,"Erik Noll","Watkins Mill (Gaithersburg, MD)","OT","6-5","292",4,"0.9683","Penn State"
90,"Quinn Sypniewski","Johnston Senior (Johnston, IA)","TE","6-7","255",4,"0.9683","Colorado"
91,"Kelvin Kight","Lithonia (Lithonia, GA)","WR","6-0","185",4,"0.9679","Florida"
92,"Bo Mosley","Osceola (Osceola, AR)","CB","5-10","160",4,"0.9679","Arkansas"
93,"Andrew Walter","Grand Junction (Grand Junction, CO)","PRO","6-5","205",4,"0.9671","Arizona State"
94,"Brandon Sumner","Mainland (Daytona Beach, FL)","PRO","6-5","220",4,"0.9667","Georgia Tech"
95,"Vince Wilfork","Santaluces Community (Lake Worth, FL)","DT","6-1","310",4,"0.9667","Miami"
96,"Mike Goolsby","Joliet Catholic Academy (Joliet, IL)","ILB","6-4","225",4,"0.9663","Notre Dame"
97,"Derron Parquet","Archbishop Rummel (Metairie, LA)","RB","6-0","205",4,"0.9659","LSU"
98,"Diamond Ferri","Everett (Everett, MA)","RB","5-11","200",4,"0.9659","Syracuse"
99,"Alex Barron","Orangeburg-Wilkinson (Orangeburg, SC)","OT","6-8","297",4,"0.9657","Florida State"
100,"Sean McHugh","Chagrin Falls (Chagrin Falls, OH)","TE","6-6","245",4,"0.9655","Penn State"
101,"Bennie Mills","Archbishop Rummel (Metairie, LA)","DT","6-4","280",4,"0.9655","Florida"
102,"Ben Emanuel","Clear Brook (Friendswood, TX)","S","6-2","190",4,"0.9651","UCLA"
103,"Willie Green","Osceola (Kissimmee, FL)","RB","5-9","205",4,"0.9647","Florida"
104,"Chris Kelley","Seneca Valley (Germantown, MD)","PRO","6-2","205",4,"0.9647","Maryland"
105,"Robert Peace","Ruston (Ruston, LA)","ILB","6-3","215",4,"0.9643","Tennessee"
106,"Chris Young","South Panola (Batesville, MS)","WR","6-2","184",4,"0.9639","Vanderbilt"
107,"Ronnie Brown","Cartersville (Cartersville, GA)","RB","6-1","200",4,"0.9631","Auburn"
108,"Richard Johnson","Milford Mill Academy (Gwynn Oak, MD)","WR","6-0","170",4,"0.9629","Virginia Tech"
109,"Stephen Williams","Bolingbrook (Bolingbrook, IL)","SDE","6-3","275",4,"0.9627","Indiana"
110,"John Rattay","Desert Vista (Phoenix, AZ)","PRO","6-4","215",4,"0.9622","Tennessee"
111,"Tatum Bell","DeSoto (DeSoto, TX)","RB","5-11","190",4,"0.9618","Oklahoma State"
112,"Maurice Mitchell","Dougherty Comprehensive (Albany, GA)","OT","6-7","290",4,"0.9614","Alabama"
113,"Jason Peters","Queen City (Queen City, TX)","WDE","6-5","270",4,"0.9614","Arkansas"
114,"Cameron Wake","DeMatha Catholic (Hyattsville, MD)","WDE","6-3","258",4,"0.9610","Penn State"
115,"Doug Buckles","Madison Central (Madison, MS)","OG","6-5","275",4,"0.9610","Ole Miss"
116,"Jason Witten","Elizabethton (Elizabethton, TN)","WDE","6-7","265",4,"0.9606","Tennessee"
117,"Lynn McGruder","Cheyenne (North Las Vegas, NV)","DT","6-3","285",4,"0.9606","Tennessee"
118,"Dustin Picciotti","Central Bucks West (Doylestown, PA)","FB","6-3","235",4,"0.9602","Pittsburgh"
119,"Marcus White","Theodore (Theodore, AL)","SDE","6-5","270",4,"0.9602","Auburn"
120,"Nautyn McKay-Loescher","Toronto (Toronto, OH)","WDE","6-4","240",4,"0.9347","Alabama"
