"ranking","name","highSchool","position","height","weight","stars","rating","college"
1,"Leonard Pope","Hargrave Military Academy (Americus, GA)","TE","6-7","240",4,"0.9333","uncommitted"
2,"Chris Bradwell","Hargrave Military Academy (Chatham, VA)","DT","6-5","265",4,"0.9000","Florida State"
3,"Chris Baker","Hargrave Military Academy (Osceola, AR)","WR","6-2","185",4,"0.9000","Arkansas"
4,"Larry McClain","Fork Union Military Academy (Fork Union, VA)","CB","5-11","180",4,"0.9000","Syracuse"
5,"Brandon Jenkins","Hargrave Military Academy (Chatham, VA)","DT","6-5","274",3,"0.8667","Ole Miss"
6,"Michael Hinton","Hargrave Military Academy (Chatham, VA)","CB","6-2","190",3,"0.8667","Virginia Tech"
7,"Frederick Bennett","Hargrave Military Academy (Chatham, VA)","S","6-2","180",3,"0.8667","South Carolina"
8,"Justice Hairston","Milford Academy (New Berlin, NY)","RB","6-0","205",3,"0.8333","Rutgers"
9,"Jeremy Sellers","Fork Union Military Academy (Fork Union, VA)","S","6-1","200",3,"0.8333","Syracuse"
10,"Chris McDuffie","Hargrave Military Academy (Chatham, VA)","OT","6-5","310",3,"0.8333","Clemson"
11,"Keenan Carter","Fork Union Military Academy (Fork Union, VA)","DT","6-3","325",3,"0.8333","Virginia"
12,"Robert Armstrong","Fork Union Military Academy (Fork Union, VA)","DT","6-4","300",3,"0.8333","Maryland"
13,"Melik Brown","Hargrave Military Academy (Chatham, VA)","WDE","6-2","260",3,"0.8333","North Carolina"
14,"Greg Jacobs","Fork Union Military Academy (Fork Union, VA)","SDE","6-3","255",3,"0.8000","Vanderbilt"
15,"Robbie Powell","Fork Union Military Academy (Fork Union, VA)","OT","6-4","270",3,"0.8000","Purdue"
16,"Sylvester Brown","Milford Academy (New Berlin, NY)","RB","5-9","215",3,"0.8000","Michigan State"
17,"D'Von Hill","Camden Military Academy (Camden, SC)","WR","6-3","205",3,"0.8000","South Carolina"
18,"Shane Lucas","Hargrave Military Academy (Chatham, VA)","DT","6-4","280",3,"0.8000","N.C. State"
19,"Kareen Taylor","Fork Union Military Academy (Fork Union, VA)","S","5-11","183",3,"0.8000","North Carolina"
20,"Corey Gordon","Hargrave Military Academy (Chatham, VA)","S","6-3","205",3,"0.8000","Virginia Tech"
21,"Keith Saunders","Hargrave Military Academy (Chatham, VA)","WDE","6-4","235",2,"0.7667","Alabama"
22,"Chris Thomas","Milford Academy (New Berlin, NY)","OT","6-4","340",2,"0.7667","Eastern Michigan"
23,"Micheal Vranesevich","Fork Union Military Academy (Fork Union, VA)","S","6-0","208",2,"0.7667","Pittsburgh"
24,"Anthony Harris","Milford Academy (New Berlin, NY)","ATH","5-11","175",2,"0.7667","Purdue"
25,"Josh Hyman","Fork Union Military Academy (Fork Union, VA)","WR","6-1","180",2,"0.7667","Virginia Tech"
26,"Thoedore Jefferson","Fork Union Military Academy (Fork Union, VA)","DUAL","6-6","202",2,"0.7667","Ohio"
27,"Gary Ham","Hargrave Military Academy (Chatham, VA)","S","5-10","190",2,"0.7667","Kent State"
28,"J.E. Frederickson","Fork Union Military Academy (Fork Union, VA)","WR","6-1","200",2,"0.7667","Kent State"
29,"Vaughn Mansfield","Hargrave Military Academy (Chatham, VA)","S","6-3","190",2,"0.7667","Utah State"
30,"Marcus Mitchell","Milford Academy (New Berlin, NY)","S","6-1","210",2,"0.7667","Rutgers"
31,"Delton Ashburn","Fork Union Military Academy (Fork Union, VA)","CB","5-11","175",2,"0.7667","Michigan State"
